,OMA_Groups,PANTHER8_LDO,InParanoidCore,Orthoinspector,RSD,Hieranoid_2,OMA_Pairs,EnsemblCompara_v2,Metaphors,InParanoid,EggNOG,PANTHER8_all
O14733,True,True,True,,True,True,True,,,False,True,
O14745,True,True,True,,True,True,True,,,True,,
O14753,True,True,True,,True,,True,,,True,True,
O14756,False,True,True,,,,True,,,True,,
O14757,True,True,True,True,True,,,True,,True,True,
O14763,,True,True,,,True,,True,,True,,
O14764,False,False,False,,,,True,,,False,True,
O14770,False,,False,False,,False,False,False,False,False,False,
O14771,True,True,True,True,True,,True,True,,True,,True
O14772,False,False,,False,False,True,True,False,False,,False,False
O14782,,True,True,,True,,True,,,True,True,
O14786,True,False,False,True,True,True,False,,,True,,
O14787,True,True,True,,,True,,,,True,,
O14788,False,True,False,True,True,False,False,,,False,True,
O14791,,,,True,,,,,,,,
O14792,False,True,False,,True,,False,False,,False,False,
O14793,,,,,,,True,,,False,,
O14795,False,False,False,,True,False,False,,,False,,False
O14796,False,,False,False,False,,False,False,False,False,False,
O14802,False,,,,,,,,,True,False,
O14804,True,True,True,True,True,True,False,True,,True,True,
O14807,,False,True,True,True,True,True,True,,True,True,
O14810,False,False,False,False,,,False,,,False,False,
O14813,False,True,True,True,True,,True,,,True,True,
O14815,False,True,True,,True,,True,,,True,,
O14817,True,,False,,True,,True,,,True,,
O14818,True,True,False,,,False,True,True,,True,,
O14827,False,True,False,,True,True,True,,,True,True,
O14828,False,True,False,True,,,False,,,False,True,
O14829,False,False,True,False,,,False,,,False,False,
O14830,False,False,,False,False,,False,,,False,False,
O14832,False,,False,False,True,False,,False,False,True,False,
O14843,True,True,,True,True,True,True,True,True,True,True,
O14862,True,True,True,True,True,True,True,,,True,,
O14863,True,True,,,,True,,,,True,True,
O14879,True,True,True,True,True,True,True,True,,True,,
O14880,True,True,False,True,True,True,True,True,,False,True,
O14896,False,False,True,,True,True,False,False,,False,True,
O14901,False,False,False,,,,False,,,False,,
O14904,,,False,,False,,True,,,False,,
O14905,True,True,False,,False,,,,,False,,
O14908,,True,,,,,True,,,True,,
O14910,True,True,True,True,True,True,True,True,True,True,True,
O14917,True,True,True,True,True,True,True,True,,False,True,
O14921,False,True,False,False,True,False,False,False,,False,False,
O14924,False,False,False,False,False,False,False,,False,False,False,False
O14925,False,,False,False,,False,,,,False,False,
O14926,True,False,False,,True,,False,,,False,,
O14933,False,False,False,False,False,False,True,,,False,False,False
O14936,True,True,True,True,True,True,True,,,True,,True
O14939,False,,True,,,False,False,,,False,,
O14944,True,True,True,True,True,,,False,False,True,True,False
O14948,True,False,True,,False,,False,,,False,,
O14950,False,False,False,False,False,,False,,,False,False,False
O14958,True,True,True,True,True,,True,True,True,False,False,
O14965,False,True,True,False,,,,,,True,True,True
O14966,True,True,True,,True,True,,,,True,True,
O14967,True,True,False,,,,,,,True,,
O14974,False,True,True,True,True,True,True,True,,True,True,True
O14975,True,True,,,,,True,,,True,,
O14976,False,,,,,,False,,,False,,
O14977,True,True,True,,,,,,,,True,
O14978,True,True,True,True,True,,True,True,,True,,True
O14979,True,True,True,True,,,True,,,False,True,
O14981,False,True,True,,,True,False,,,,True,
O14983,,,True,,,True,,,,True,,
O14986,True,True,True,,,True,True,True,,True,True,
O14990,False,False,False,False,True,False,False,False,False,False,,
O14994,False,True,True,,True,False,False,,,False,,
O15013,False,True,,,False,,,,,False,,
O15015,True,True,True,True,True,True,True,True,True,False,,
O15016,True,True,True,False,,,False,,,False,True,
O15020,True,True,True,True,True,True,True,,,True,True,
O15021,True,True,True,True,True,,True,True,True,True,True,True
O15031,True,False,False,,False,,False,,,False,,
O15033,False,True,False,True,,False,False,,,False,False,
O15034,False,False,,,,,,,,False,,
O15041,False,True,True,True,True,True,False,,True,False,True,
O15055,True,False,,,,,True,,,False,,
O15056,True,False,False,,False,,True,,,False,False,
O15060,True,True,True,True,True,,True,True,True,True,True,True
O15061,True,,,,,,,,,,,
O15062,True,True,True,True,True,True,True,,,True,True,
O15066,True,True,,,,,,,,True,True,
O15068,False,True,False,True,True,True,True,True,,False,True,
O15072,,False,,,,,False,,,False,,
O15075,True,True,True,True,True,True,,,,True,True,
O15083,True,True,True,True,True,True,,True,,True,True,True
O15084,False,,True,,,,True,,True,True,,
O15085,False,False,False,,False,False,False,False,False,,False,
O15090,True,True,True,True,True,True,True,True,,,True,
O15103,True,,,,,,True,,True,,,
O15105,False,False,False,,False,,False,,,False,False,
O15111,True,True,True,True,True,False,True,,True,False,True,True
O15116,False,,False,False,,,False,False,,,False,
O15118,,True,True,,,,True,,True,False,,
O15119,False,True,,,,,True,,,True,,
O15120,True,True,True,,,,,,,,,
O15121,False,,False,False,False,False,False,False,False,False,False,
O15126,False,,False,,True,,False,,,False,,
O15127,False,,False,True,True,,False,,,False,True,
O15131,False,False,True,False,False,False,False,False,False,True,False,False
O15143,False,False,True,False,False,False,True,True,True,True,False,False
O15146,True,True,True,True,True,,True,,,True,,
O15151,True,,True,,,,False,,,False,False,
O15155,False,,False,False,True,False,False,False,,,False,
O15156,True,True,True,True,True,,True,True,,True,True,
O15160,False,True,,True,,False,True,,,,,
O15162,False,,False,False,True,,True,False,,False,False,
O15164,False,False,True,False,True,True,False,,False,False,,
O15165,False,False,False,False,False,,False,False,,False,False,False
O15169,,False,,,,,,,,False,,
O15173,False,True,False,,True,,True,True,True,True,True,
O15178,False,,,,,,False,,,False,,
O15194,True,,,,,False,,,,True,,
O15195,True,True,True,,True,,True,,,True,True,
O15197,True,True,True,True,True,,True,True,,True,True,
O15198,True,False,False,,,,True,,,False,,
O15204,False,True,False,False,True,True,False,,,False,,
O15205,False,False,,False,False,False,,False,,,,
O15209,True,True,,True,True,True,,True,,True,True,
O15211,False,True,False,False,False,True,True,True,,True,True,
O15213,True,True,True,True,True,,True,True,True,True,True,True
O15217,True,True,True,True,,True,True,True,,True,True,
O15218,True,True,True,True,True,True,True,True,True,True,True,True
O15228,True,True,True,,,,True,,,,,
O15230,False,False,False,True,,,True,,,False,True,False
O15231,False,,,,,,False,,False,,,
O15232,False,False,False,,True,True,False,,,True,True,
O15235,,,,,,,,,False,,False,
O15243,False,,False,False,False,,False,,False,False,False,
O15244,True,False,True,True,,,True,,,True,False,
O15245,True,True,False,True,True,True,,True,,False,False,
O15247,True,False,False,,True,,False,,,True,False,
O15254,False,False,True,,,,False,,,False,,
O15264,True,True,True,,True,,,,,True,False,
O15265,False,False,,,,,False,,True,False,False,
O15266,False,True,True,False,,True,False,False,,False,False,
O15269,True,,,,,,,,,,,
O15270,True,,True,,,True,True,,,True,True,
O15294,True,True,,,,True,True,True,,,,
O15296,,True,,,True,,False,,False,False,,
O15297,True,True,,True,,False,True,,False,,,
O15303,False,True,True,True,True,True,True,False,True,False,True,
O15305,,,,,,,,,,False,,
O15318,False,False,True,,True,,False,,,False,True,
O15327,,False,,,,,,,,False,,
O15335,True,False,True,True,,,,True,,True,True,
O15344,True,True,True,True,,True,True,,True,True,True,
O15347,False,False,False,,,True,False,,,False,,
O15350,False,True,,,,,False,,,,,
O15353,False,False,,True,True,True,False,,True,True,True,
O15354,True,True,False,True,True,True,True,,,False,True,
O15357,False,False,False,True,True,False,False,,,False,,
O15370,False,True,True,,,,False,,,False,,
O15372,True,,False,True,True,False,,,True,False,,
O15374,False,True,True,False,True,,,False,True,False,True,
O15375,False,True,True,False,True,,,False,True,False,True,
O15379,,True,,,True,,,,,True,,
O15381,False,True,True,,,True,True,,True,False,True,
O15382,,False,True,,,False,,,,False,,
O15389,True,True,True,True,True,True,True,True,,True,,True
O15391,True,False,True,,,,False,,,False,,
O15393,True,True,True,,,,,,,True,,
O15394,True,True,True,,,,True,,,True,True,True
O15397,True,True,True,,True,,,,,True,,
O15399,False,False,True,False,True,True,True,True,,False,False,
O15400,True,True,True,True,True,False,True,True,True,True,True,True
O15403,False,True,True,False,,,True,False,True,False,True,
O15405,False,,,,,,False,,,False,,
O15409,False,,True,,,True,False,,,False,,
O15427,False,True,True,False,True,,True,False,True,False,True,
O15431,False,True,False,False,,,False,False,,,False,
O15432,False,,False,False,True,,False,False,,,False,
O15438,True,,,,True,,False,False,,True,True,
O15439,True,True,,True,,True,False,False,,False,False,
O15440,True,True,True,,True,True,False,False,,False,False,
O15442,False,,False,,,False,False,,,False,,
O15457,True,,,,,,,,,,,
O15460,False,False,False,,,False,False,False,,True,,
O15466,False,True,False,,True,,True,False,,False,True,
O15479,False,True,False,False,True,False,True,True,,False,False,
O15480,False,True,False,False,True,False,True,True,,False,False,
O15481,False,True,False,False,True,False,True,True,,False,False,
O15484,False,True,True,,,,True,True,,True,True,
O15488,True,False,False,,,,False,,,False,False,
O15492,False,True,False,False,True,False,False,False,,False,False,
O15496,False,,False,,,,True,,True,True,False,
O15498,,True,,,,,,,,,,True
O15499,False,False,True,False,True,True,False,False,,False,,
O15503,False,False,False,False,False,,False,False,False,False,False,False
O15511,False,,False,False,True,,False,False,,False,False,
O15519,False,True,False,True,True,False,False,True,False,False,True,
O15520,True,True,True,True,,,True,,,True,True,
O15522,False,True,False,False,True,True,False,False,False,False,False,True
O15523,True,True,True,True,,False,True,True,,True,True,
O15524,False,False,False,False,False,False,False,,,False,True,
O15525,False,True,False,,False,,False,,,False,,
O15528,True,False,False,True,,True,True,,,False,True,False
O15529,True,,,True,True,True,True,True,True,,True,
O15530,True,,True,,True,,True,,,True,,
O15533,,,,,,,,,,False,,
O15534,,,,,,,,,,False,False,
O15535,True,True,True,True,True,,True,True,,True,,True
O15537,False,,False,False,,True,False,False,,False,,
O15539,False,True,False,False,,False,False,False,,False,,
O15540,True,,True,,,,False,True,,False,,
O15541,True,,True,,,,,,,False,,
O15547,False,True,False,False,True,False,False,False,,False,,
O15550,False,,False,,,False,False,,,False,,
O15551,True,False,,,,,False,False,,,,
O15552,False,False,False,False,False,False,False,False,False,False,False,
O15553,True,False,False,False,True,,False,False,,False,,
O15554,False,,False,False,,,True,False,True,False,,
O42043,,,,,,False,,,,,,
O43143,False,False,,,True,,False,,,True,False,
O43147,False,True,,,True,,False,,,False,,
O43150,False,,True,,,,False,True,,False,,
O43151,False,False,False,,,,False,,,False,,
O43155,True,True,True,True,True,,True,,,True,,
O43157,True,False,False,,False,,False,,True,False,,
O43164,False,,,,,,,,,,,
O43166,True,,True,,False,False,True,False,,False,,
O43167,False,True,False,True,False,,True,False,True,False,True,True
O43169,False,True,False,,,,True,True,,True,,
O43172,False,True,True,True,True,True,True,,,True,True,True
O43173,False,True,False,True,True,,True,False,,False,True,
O43174,,True,True,,True,True,,,,False,,True
O43182,False,True,False,,,,True,,,False,,True
O43184,False,True,False,False,True,True,False,,True,False,True,
O43186,True,,,,,,,,,,,
O43187,False,True,True,True,True,True,True,True,,True,True,True
O43189,False,,True,,,,False,,,False,False,
O43193,True,True,False,True,True,,,True,,False,True,
O43196,False,,True,,,False,True,,True,True,False,
O43236,True,,True,,,,,,,True,False,
O43237,False,False,False,False,True,,False,,,False,,False
O43240,False,False,False,True,True,,True,,True,False,,
O43242,False,,,,,,False,,,,,
O43246,True,,,,,,,,,False,True,
O43248,False,False,False,False,True,True,False,False,,False,False,
O43252,False,True,False,,,,True,,,False,,
O43255,,,False,,True,,False,,,False,False,
O43264,True,True,True,True,True,True,True,True,True,True,True,True
O43272,False,,,,,,,,,False,False,
O43278,True,True,True,True,True,,True,,True,True,True,
O43281,True,True,True,,False,True,True,,,False,False,
O43286,False,True,True,,True,,False,,,False,True,
O43291,False,False,False,True,True,True,True,True,True,True,True,
O43292,False,,,,,,,,,,,
O43293,True,True,True,True,,,,,,True,True,
O43294,False,,True,,,,True,,,False,True,
O43295,False,False,False,True,True,,True,,,False,True,False
O43296,True,True,True,True,True,,True,True,,True,,
O43298,True,True,True,True,True,True,True,True,,True,True,
O43300,False,True,True,True,True,True,True,True,,True,True,True
O43301,False,False,False,,,,False,,,False,,
O43304,False,True,False,,True,False,True,False,True,False,,
O43306,False,False,False,False,,,False,False,,False,False,
O43307,False,True,False,True,,,True,True,,False,True,
O43309,False,True,False,True,False,,True,False,True,False,,True
O43312,True,False,,,,,True,,,False,,
O43314,,False,True,,,,,,,False,,
O43315,True,,,,,,,True,,True,,
O43320,False,,False,,,,False,,,False,,
O43323,True,False,True,,False,,False,,,False,,
O43324,True,True,True,True,True,True,True,True,,True,False,
O43345,False,True,False,True,False,,True,False,True,False,,True
O43347,True,True,True,,True,,True,,,True,,
O43353,False,True,True,True,True,True,True,,,True,True,
O43361,True,True,True,True,True,,True,True,,True,,
O43364,False,True,True,,,,True,,,True,,
O43374,False,False,,,,False,,False,,,,False
O43379,True,True,True,,,,True,,,True,,
O43390,True,True,True,,,,True,,,True,,
O43399,False,False,False,,,False,False,,True,False,False,False
O43402,False,True,False,False,,,False,False,,False,False,
O43405,False,False,False,True,True,True,False,,False,True,True,
O43414,False,True,False,True,,True,True,,,True,True,
O43422,False,True,False,True,True,True,False,,,False,True,True
O43423,False,True,True,True,True,True,True,True,,True,True,
O43424,False,False,True,False,,True,,,,False,False,
O43426,False,,,,,,False,,,True,,
O43432,False,True,,,,,True,,,,,
O43435,False,,,,,,False,,,False,,
O43439,False,,True,,True,,False,,,False,True,
O43448,True,True,False,,,,,,,False,,
O43451,True,False,False,,,,False,,,False,,
O43462,False,,,False,,False,False,,,,False,
O43463,False,,False,True,False,False,False,,False,False,False,
O43464,,,,,,False,,,,False,,
O43474,False,False,False,False,False,,False,,False,False,False,
O43482,False,,False,False,False,False,True,False,,,True,
O43488,,False,False,,True,,,,,False,,
O43490,,,,,,,,,,,False,
O43491,True,,True,True,True,True,True,,,True,True,
O43493,True,True,True,False,True,True,True,True,True,True,False,True
O43497,False,False,False,True,True,,False,,False,False,,
O43505,False,False,False,True,,False,False,,,False,False,
O43506,True,True,True,True,True,,False,,,False,,
O43508,False,False,False,False,True,False,False,False,False,False,False,False
O43511,True,True,True,,True,,True,False,,False,True,
O43513,False,,False,False,,False,,,False,,False,
O43520,,False,True,,True,,,,,False,False,
O43525,False,False,,,True,,True,,,False,False,
O43526,False,,True,,,,True,,,False,,
O43541,False,,,,,,False,,,False,,
O43543,True,,True,,,True,True,,,,,
O43548,False,True,True,True,True,,False,,True,False,True,
O43556,True,True,True,,True,,False,,False,False,,
O43559,False,False,,,,,True,,,False,,
O43566,False,True,False,False,True,False,False,False,True,False,False,
O43567,True,,,,,,True,,,True,,
O43570,True,True,True,True,True,,False,,False,False,False,
O43583,,,,,,,,,,,True,
O43586,True,True,True,True,True,True,True,True,,True,True,True
O43592,False,,,,,False,False,,False,,False,
O43593,False,False,True,False,False,False,False,,,False,,
O43602,False,,True,True,False,False,False,True,False,True,True,
O43603,True,True,False,,,,True,True,True,False,,
O43613,,False,False,False,False,,False,,,False,,
O43614,False,False,False,,,,,,,False,,
O43615,False,,True,True,,True,True,True,True,,True,
O43617,,,,,,,False,,,False,,
O43623,True,,,,True,,True,True,,True,True,
O43638,False,False,True,True,True,True,False,True,,True,True,
O43639,False,True,True,True,,True,True,True,True,True,,
O43653,False,False,False,False,False,False,False,False,,False,,True
O43657,True,False,True,,,,False,,,False,False,
O43660,True,True,True,True,True,True,,,,True,True,True
O43665,False,True,False,False,True,False,False,False,,False,False,
O43679,True,,,,,,False,,,False,,
O43680,False,True,False,True,False,,False,,False,False,False,
O43683,True,,,,,,,,,,,
O43688,False,True,False,,True,False,,True,,False,True,
O43699,True,True,True,True,True,True,True,True,True,False,,True
O43704,,False,False,False,True,,True,,,False,,
O43707,True,True,True,True,True,,True,,,True,True,
O43711,False,False,False,,True,False,False,,,False,,
O43731,,True,False,,True,,False,,,False,True,
O43736,False,,False,,,,False,,,False,False,
O43739,True,True,False,,,,True,,,False,,
O43741,,,False,,,,,False,,False,,
O43745,True,True,False,True,True,,True,,,False,,
O43747,,,,,,,False,,,False,,
O43749,True,True,False,True,True,,True,,,False,,
O43752,,,False,,True,,True,,,False,,
O43759,False,False,False,,,,False,,True,False,,
O43760,False,,False,True,True,,False,,,False,False,
O43761,False,False,False,True,True,,False,,True,False,False,
O43763,False,False,False,,True,False,False,,,False,,
O43765,False,False,True,,,True,True,False,,True,False,True
O43768,False,True,False,False,True,False,False,False,,False,False,
O43776,True,,True,,True,True,,,,,True,
O43781,,True,,,,,True,,,False,,
O43790,True,True,True,True,True,,False,True,True,True,,
O43791,,True,True,,,,,,,True,,
O43795,True,True,True,True,True,True,,,,True,,
O43812,False,,,False,,True,,False,False,,False,
O43813,,True,,,True,,,,,False,,
O43815,True,True,True,,True,,,,,True,,
