,mean,variance,outliers
Q5TBE3,0.769230769231,0.692307692308,
Q53F19,12.6153846154,46.5897435897,
P23297,7.38461538462,69.7564102564,PANTHER8_all PhylomeDB
Q9P2M7,14.7692307692,358.525641026,
O15027,13.7692307692,50.6923076923,
Q5JSZ5,6.23076923077,8.19230769231,
Q96F85,7.07692307692,5.07692307692,OMA_Pairs
O00321,3.15384615385,20.4743589744,
Q14088,8.23076923077,127.525641026,PANTHER8_all
Q6ZRI0,8.15384615385,180.641025641,PANTHER8_all
P24539,3.38461538462,9.92307692308,OMA_Pairs
P20936,7.0,17.8333333333,
P55895,1.53846153846,0.269230769231,
B0YJ81,7.84615384615,54.9743589744,OMA_Groups
Q9Y6N7,3.38461538462,7.25641025641,
Q96DU3,1.61538461538,6.08974358974,PANTHER8_all
Q8IZ57,2.23076923077,4.02564102564,
Q5TA76,2.15384615385,8.64102564103,PANTHER8_all
Q5VWM1,3.76923076923,30.5256410256,Metaphors
Q4AC94,7.23076923077,15.6923076923,RSD
Q9NUQ6,5.53846153846,59.1025641026,PhylomeDB
P47736,11.7692307692,48.858974359,Orthoinspector
Q6ZRH7,7.07692307692,20.4102564103,
Q99618,3.0,13.8333333333,PhylomeDB
Q92519,6.0,33.8333333333,Metaphors PhylomeDB
Q9ULP0,11.3846153846,80.9230769231,
Q9NRF2,7.53846153846,4.26923076923,
B2RXH4,4.69230769231,28.3974358974,PANTHER8_all
Q6UXZ4,2.15384615385,3.97435897436,EnsemblCompara_v2
Q8TCP9,7.92307692308,40.2435897436,
A9UHW6,2.76923076923,3.85897435897,
Q5SRD1,5.0,10.3333333333,
P20813,12.3846153846,143.423076923,PANTHER8_all
Q9NXB0,13.6923076923,78.0641025641,
Q3LHN0,1.23076923077,0.358974358974,
Q8IVE0,10.1538461538,279.641025641,PhylomeDB
O95278,17.3846153846,141.756410256,PANTHER8_all
Q7RTS6,5.15384615385,6.97435897436,OMA_Pairs
Q14146,6.61538461538,31.5897435897,PANTHER8_LDO PANTHER8_all
P60321,7.15384615385,7.14102564103,
P13929,17.8461538462,368.641025641,
Q86TP1,22.1538461538,118.474358974,
Q9UBB9,9.30769230769,8.39743589744,OMA_Groups
Q96CN9,10.0769230769,74.7435897436,
Q5MJ70,6.23076923077,21.858974359,Hieranoid_2
ENSP00000393457,24.1538461538,608.974358974,
O95256,2.07692307692,3.91025641026,
P10265,3.46153846154,27.4358974359,EnsemblCompara_v2 PhylomeDB
Q08043,8.23076923077,36.0256410256,
Q16769,14.6923076923,206.397435897,RSD
P20823,1.61538461538,1.75641025641,
P63124,3.92307692308,29.2435897436,EnsemblCompara_v2 PhylomeDB
P80297,2.46153846154,3.9358974359,EnsemblCompara_v2
Q9NPH3,1.69230769231,3.73076923077,
Q9NXW2,16.5384615385,133.935897436,
Q13021,1.30769230769,6.0641025641,PhylomeDB
Q9NZM3,10.3076923077,47.8974358974,
P09466,5.07692307692,40.4102564103,PANTHER8_all
O95218,19.3846153846,71.9230769231,EnsemblCompara_v2
Q53GS7,9.92307692308,20.0769230769,
P41587,2.30769230769,4.23076923077,PhylomeDB
Q8IVQ6,12.0,122.166666667,
Q96CB8,3.30769230769,2.73076923077,
Q02747,0.0769230769231,0.0769230769231,
O43861,10.6923076923,35.0641025641,RSD
Q9Y5K2,12.3076923077,436.730769231,Hieranoid_2 EnsemblCompara_v2
Q00341,2.53846153846,2.10256410256,
Q9Y255,8.53846153846,6.76923076923,
Q495A1,1.15384615385,3.64102564103,PANTHER8_all
Q9BSI4,1.61538461538,2.42307692308,
Q5BVD1,0.0769230769231,0.0769230769231,
Q9Y575,18.3076923077,412.064102564,
P43403,9.15384615385,76.141025641,
Q9UN37,10.2307692308,103.025641026,
P02794,26.2307692308,481.692307692,
P08582,3.76923076923,3.85897435897,EnsemblCompara_v2
O95998,0.461538461538,0.269230769231,
ENSP00000363412,12.5384615385,239.269230769,Metaphors PhylomeDB
Q70HW3,7.69230769231,7.5641025641,
P56645,4.92307692308,6.24358974359,
Q92622,12.1538461538,54.8076923077,
Q1ZZU3,4.61538461538,42.5897435897,PhylomeDB
Q76FK4,14.7692307692,48.0256410256,
Q86YS6,10.6923076923,93.3974358974,PANTHER8_all
P48052,25.6153846154,397.923076923,
Q9BQ39,30.1538461538,316.641025641,
Q6ZPC8,0.384615384615,0.25641025641,
P35249,11.0,100.0,
P32754,33.1538461538,8.64102564103,
Q9P0J7,7.23076923077,33.0256410256,
Q9NV23,49.3846153846,3.08974358974,
A6NKG5,19.0769230769,344.576923077,
P16401,9.76923076923,81.858974359,
Q7L266,34.3846153846,135.756410256,
Q8NDV3,13.5384615385,248.935897436,RSD
Q32NB8,20.7692307692,152.858974359,
P13994,10.1538461538,37.141025641,OMA_Groups
Q07092,10.3076923077,131.397435897,PANTHER8_all
Q9HBQ8,1.46153846154,16.9358974359,Metaphors
Q6PG37,6.84615384615,89.4743589744,Hieranoid_2
Q5VUG0,6.46153846154,18.7692307692,PANTHER8_all
O00322,4.69230769231,25.2307692308,PANTHER8_all
Q15011,3.07692307692,10.5769230769,PANTHER8_all
Q9HC97,1.76923076923,6.02564102564,PANTHER8_all
Q9UJU3,7.23076923077,77.5256410256,Hieranoid_2
P32121,3.38461538462,8.08974358974,PhylomeDB
Q8WZ04,13.4615384615,133.602564103,Metaphors
Q92673,14.4615384615,115.935897436,PANTHER8_LDO PANTHER8_all
Q9BRL7,6.69230769231,64.8974358974,
P57730,3.53846153846,15.4358974359,PANTHER8_all
ENSP00000406216,18.2307692308,589.858974359,
Q02878,5.07692307692,16.9102564103,OMA_Groups
O15355,12.1538461538,33.9743589744,
Q5NV77,3.46153846154,11.6025641026,Metaphors
Q9BSH3,7.0,2.16666666667,
Q9BUH8,3.76923076923,14.358974359,
Q9H8X9,14.1538461538,134.641025641,
Q9Y2S2,40.4615384615,27.1025641026,
Q9UHV2,1.76923076923,0.525641025641,
O00585,3.61538461538,3.92307692308,
Q8TBP5,3.76923076923,10.5256410256,Metaphors
Q9H400,5.15384615385,26.3076923077,PANTHER8_all
O14646,10.2307692308,49.1923076923,
Q5JS13,8.76923076923,57.5256410256,
Q5SZI1,6.46153846154,4.9358974359,
Q8WWT9,25.2307692308,413.525641026,
Q5H943,0.230769230769,0.192307692308,
P25490,10.4615384615,55.6025641026,
Q9BSE4,5.69230769231,14.2307692308,
Q14573,8.76923076923,56.6923076923,
Q96M63,22.2307692308,77.858974359,
O95630,9.07692307692,10.5769230769,
Q7RTV2,20.6153846154,324.923076923,
P10916,11.6153846154,238.923076923,Hieranoid_2
A1YPR0,5.15384615385,43.9743589744,Hieranoid_2
P16930,32.8461538462,2.47435897436,
Q96P64,8.92307692308,96.9102564103,
Q14203,11.0,24.3333333333,
P05108,19.0769230769,390.576923077,
Q5T4B2,6.92307692308,66.9102564103,RSD
Q96QT6,9.23076923077,36.1923076923,
O15453,4.23076923077,142.858974359,PANTHER8_all
Q9H269,4.46153846154,3.26923076923,OMA_Groups
O43818,4.69230769231,5.89743589744,OMA_Pairs
Q5R3F8,3.15384615385,24.4743589744,PANTHER8_all
P62995,18.3076923077,263.064102564,
Q8WVF5,5.84615384615,60.4743589744,EnsemblCompara_v2
O95867,1.0,0.0,
Q8TAA3,14.6923076923,128.730769231,OMA_Pairs
O43181,25.3846153846,163.923076923,
Q8TDR4,1.07692307692,5.07692307692,Hieranoid_2
P02790,2.23076923077,3.52564102564,PhylomeDB
Q8NAP3,4.46153846154,19.2692307692,PANTHER8_all
Q8N6G2,3.15384615385,2.80769230769,
Q02083,10.1538461538,26.4743589744,
A8MWK0,29.2307692308,466.858974359,
Q5DX21,4.46153846154,19.7692307692,PANTHER8_all
Q6UXN9,11.3076923077,85.5641025641,Metaphors
H7C229,4.53846153846,80.6025641026,EnsemblCompara_v2
Q16515,6.0,10.6666666667,
Q8N402,4.0,106.166666667,PhylomeDB
Q9UBI1,19.0769230769,5.07692307692,
Q08170,12.1538461538,68.9743589744,
Q8N7Q2,0.307692307692,0.230769230769,
A6NNL5,8.61538461538,11.4230769231,
Q9BUF7,2.61538461538,4.42307692308,
Q12774,6.76923076923,39.6923076923,OMA_Pairs
P98174,14.6153846154,85.4230769231,
B2RC85,14.6923076923,304.564102564,RSD
Q96CG3,0.461538461538,0.435897435897,
Q5VXJ0,18.6153846154,280.58974359,
Q96JQ0,13.9230769231,333.576923077,
Q2VY69,6.61538461538,113.923076923,Hieranoid_2
P22105,10.9230769231,110.076923077,
Q13077,7.23076923077,43.5256410256,
P51532,12.6153846154,65.0897435897,Metaphors
ENSP00000397476,2.61538461538,18.9230769231,EnsemblCompara_v2
Q6UXU0,0.307692307692,0.230769230769,
Q6RW13,6.0,3.5,
Q8IYW5,6.30769230769,45.3974358974,PANTHER8_LDO PANTHER8_all
Q2PZS6,2.30769230769,24.2307692308,PANTHER8_all
Q9NV58,10.0,55.5,
Q9BW19,9.23076923077,37.6923076923,
P30041,24.3846153846,20.0897435897,
Q15109,2.07692307692,14.2435897436,OMA_Pairs
Q03060,6.0,24.1666666667,PANTHER8_all
Q01718,3.84615384615,29.4743589744,PANTHER8_all
Q9ULH7,6.07692307692,27.4102564103,
P30039,36.0,66.0,
O75891,21.1538461538,367.974358974,
O43293,18.8461538462,422.307692308,
Q9H488,2.07692307692,1.24358974359,
P01135,1.23076923077,3.02564102564,EnsemblCompara_v2
Q86TI4,19.0,149.833333333,PhylomeDB
Q8IZL9,14.0,137.0,OMA_Pairs
ENSP00000412252,2.30769230769,22.2307692308,PhylomeDB
Q3LHN2,1.0,0.0,
Q9NQN1,3.84615384615,7.47435897436,Hieranoid_2
Q96P48,8.0,31.1666666667,EnsemblCompara_v2
Q9Y262,8.46153846154,3.4358974359,OMA_Groups
Q9H336,17.6923076923,339.064102564,
ENSP00000389253,6.46153846154,208.102564103,PhylomeDB
O43166,5.53846153846,48.9358974359,Orthoinspector
ENSP00000406235,0.923076923077,0.0769230769231,
Q9H3H9,3.53846153846,31.7692307692,PhylomeDB
Q96N46,18.2307692308,340.692307692,
Q96T60,9.0,8.5,OMA_Pairs
Q4KMZ8,2.69230769231,4.23076923077,OMA_Groups
Q8NAM6,3.23076923077,41.858974359,Hieranoid_2
P58180,2.76923076923,1.85897435897,
Q13515,4.69230769231,75.0641025641,Hieranoid_2
Q5SVS4,14.2307692308,75.6923076923,
Q8N859,7.38461538462,69.9230769231,Hieranoid_2
P13473,5.84615384615,46.8076923077,PANTHER8_LDO PANTHER8_all
Q8NH77,3.0,10.5,Hieranoid_2
P31276,5.61538461538,22.5897435897,PhylomeDB
Q92879,13.0769230769,76.2435897436,
A0A0C4DH55,7.38461538462,91.2564102564,
Q9HD36,3.53846153846,9.26923076923,
O43525,7.76923076923,185.192307692,EnsemblCompara_v2
A2A368,8.76923076923,56.6923076923,
Q00796,29.6923076923,69.2307692308,
Q8NF91,7.38461538462,64.0897435897,OMA_Pairs
Q8NGS9,3.0,6.83333333333,Metaphors
Q9BQE6,1.23076923077,6.69230769231,PANTHER8_LDO PANTHER8_all
Q7RTP6,7.76923076923,41.358974359,Hieranoid_2
Q5T5X7,2.92307692308,7.41025641026,RSD EggNOG
Q96GD0,29.3846153846,259.256410256,
O95391,7.69230769231,6.73076923077,OMA_Groups
Q9UIV1,6.23076923077,40.0256410256,OMA_Groups
Q8N3E9,13.5384615385,80.6025641026,
Q13303,27.3846153846,207.256410256,
Q14714,3.0,9.5,
ENSP00000323694,0.307692307692,0.230769230769,
Q9NRC6,9.76923076923,28.1923076923,
Q969F9,7.69230769231,27.7307692308,
Q86VE0,2.30769230769,0.397435897436,
A1L429,1.0,1.0,
Q5TIA1,8.84615384615,45.641025641,OMA_Pairs
Q9P2T0,4.61538461538,11.4230769231,
Q96LZ7,12.6923076923,80.7307692308,
P09417,24.4615384615,98.1025641026,
A5D8T8,7.76923076923,161.025641026,PhylomeDB
Q33E94,7.69230769231,16.7307692308,
Q8TBH0,5.23076923077,33.0256410256,
Q8N336,10.0,63.8333333333,
Q13469,2.15384615385,8.47435897436,
Q8TCT0,16.8461538462,23.641025641,PANTHER8_all
Q9BX63,25.3846153846,105.923076923,
Q9UPQ0,9.61538461538,34.5897435897,
Q8NGN3,2.92307692308,4.57692307692,
Q9NVA1,18.6923076923,131.397435897,
Q8IZV2,3.23076923077,2.69230769231,
P35712,5.92307692308,41.4102564103,RSD
Q9NQM4,19.1538461538,27.4743589744,
P60880,10.6153846154,40.4230769231,
O60931,6.53846153846,8.26923076923,PhylomeDB
P25025,2.30769230769,3.89743589744,PhylomeDB
Q5T750,5.15384615385,57.3076923077,PhylomeDB
Q9NXL6,11.6923076923,70.3974358974,
P15954,9.15384615385,24.9743589744,InParanoid
Q9NS84,12.6153846154,310.08974359,Hieranoid_2 PANTHER8_all
Q96C34,5.30769230769,7.5641025641,PANTHER8_all
Q6ZW35,0.384615384615,0.25641025641,
P05109,4.0,72.3333333333,PANTHER8_all PhylomeDB
Q8WVM8,3.61538461538,2.25641025641,
O75173,4.15384615385,8.30769230769,Hieranoid_2
Q56P42,3.23076923077,64.6923076923,Metaphors
Q5YKI7,0.846153846154,1.14102564103,
P81408,7.69230769231,11.3974358974,
P0C7H9,10.3076923077,122.897435897,
O94761,23.1538461538,171.641025641,
Q9Y5A9,9.92307692308,60.2435897436,
P10243,12.2307692308,54.1923076923,
A8MVM7,3.92307692308,1.07692307692,
Q495V5,9.69230769231,329.897435897,Hieranoid_2
Q0VAQ4,2.23076923077,3.69230769231,PANTHER8_all
Q9NSA3,2.38461538462,4.58974358974,PANTHER8_LDO PANTHER8_all
Q8NCT1,9.15384615385,73.141025641,
Q9NWQ4,4.84615384615,9.14102564103,
P00540,14.3846153846,205.256410256,PhylomeDB
Q9Y574,3.46153846154,31.2692307692,Metaphors
O14625,2.92307692308,4.41025641026,
Q96F81,14.6923076923,137.064102564,InParanoidCore
Q9HB55,19.5384615385,363.269230769,
P04798,17.5384615385,215.435897436,
Q8NEZ5,19.1538461538,436.807692308,
Q9NYQ7,10.8461538462,284.641025641,PANTHER8_all PhylomeDB
P62079,4.92307692308,22.7435897436,PANTHER8_all
P61968,6.0,28.3333333333,PANTHER8_all
Q5VXI9,19.0769230769,276.91025641,
Q9H0I3,20.8461538462,3.30769230769,
ENSP00000350969,0.923076923077,0.0769230769231,
Q5T871,3.23076923077,18.5256410256,Metaphors
P23443,15.1538461538,136.474358974,Hieranoid_2
Q8TBY0,13.0,115.666666667,
Q9NY33,33.7692307692,39.5256410256,
Q70YC5,2.23076923077,6.69230769231,
Q5W0B1,12.2307692308,199.692307692,PhylomeDB
Q6NUJ2,2.23076923077,0.692307692308,
O15530,11.7692307692,123.525641026,Hieranoid_2
Q6ZV80,0.384615384615,0.25641025641,
Q15819,10.5384615385,80.4358974359,
Q7RTR8,3.30769230769,10.3974358974,PhylomeDB
Q15848,4.46153846154,33.4358974359,PANTHER8_all
Q9Y295,19.8461538462,101.807692308,EnsemblCompara_v2
Q96RI1,2.07692307692,4.07692307692,
Q9C098,15.7692307692,189.192307692,RSD
Q7Z6M4,11.6923076923,47.2307692308,
Q6JVE6,3.92307692308,36.7435897436,PANTHER8_all
Q5TF21,3.69230769231,43.5641025641,PhylomeDB
Q8IZW8,7.0,90.8333333333,EnsemblCompara_v2
Q5TC79,2.84615384615,25.4743589744,PANTHER8_all Metaphors
Q01130,15.9230769231,122.243589744,Metaphors
Q0VG73,0.384615384615,0.25641025641,
A4D1F6,25.4615384615,321.602564103,
Q6DJT9,5.69230769231,26.5641025641,
P01765,4.38461538462,14.2564102564,
Q8N130,31.3076923077,603.064102564,
Q14957,11.5384615385,122.435897436,PANTHER8_all
Q8N5A5,14.4615384615,23.4358974359,
Q96L34,17.2307692308,248.025641026,RSD
A6NJU9,4.15384615385,68.4743589744,OMA_Pairs
O14709,9.92307692308,75.7435897436,Hieranoid_2
Q8N573,10.3846153846,81.9230769231,
Q9H6W3,29.5384615385,135.602564103,
Q8IZY2,24.5384615385,393.935897436,
Q86XW9,18.7692307692,279.358974359,
O15466,10.2307692308,94.358974359,
Q9BYF1,21.0,553.5,
Q7Z5Q5,26.3076923077,196.064102564,
Q9UL16,22.0769230769,119.576923077,OMA_Pairs
P35212,1.69230769231,0.897435897436,
Q68D86,11.5384615385,190.102564103,PhylomeDB
Q14656,11.9230769231,0.24358974359,
Q9BXR6,7.15384615385,37.8076923077,PhylomeDB
Q08623,22.5384615385,113.935897436,
Q99469,5.76923076923,24.358974359,PhylomeDB
Q96QD8,15.8461538462,83.3076923077,
Q9UBT7,5.0,15.3333333333,EnsemblCompara_v2 PhylomeDB
Q9UN42,1.38461538462,5.58974358974,OMA_Groups
Q8TD86,12.2307692308,214.025641026,Hieranoid_2
P63267,10.3846153846,93.2564102564,
Q9Y4P1,9.38461538462,45.4230769231,
P32241,4.46153846154,22.7692307692,PhylomeDB
Q8WXI4,21.6153846154,305.923076923,
Q13106,11.0769230769,102.243589744,Hieranoid_2
P04350,16.5384615385,130.435897436,
P51398,8.76923076923,16.5256410256,OMA_Pairs
Q8NHY0,15.7692307692,514.692307692,
Q6VEQ5,9.30769230769,88.3974358974,
Q10571,4.92307692308,23.2435897436,OMA_Pairs
Q86VW1,15.1538461538,231.974358974,Metaphors
Q9UGN5,16.5384615385,5.4358974359,
Q9BYQ3,11.8461538462,322.474358974,PhylomeDB
Q9NPC7,7.53846153846,51.7692307692,Hieranoid_2
Q2T9K0,5.15384615385,17.141025641,PANTHER8_all
P0C7U1,12.6923076923,285.064102564,
Q8TE67,4.15384615385,7.30769230769,RSD
P51674,3.38461538462,6.25641025641,
P22090,11.0,185.666666667,RSD
O75354,12.0,82.6666666667,
Q96NS8,2.07692307692,51.7435897436,Metaphors
P16455,23.6923076923,223.064102564,
Q8NE63,9.92307692308,96.4102564103,
Q8TCJ6,9.15384615385,85.8076923077,
Q14246,6.84615384615,51.141025641,PhylomeDB
Q8TE49,6.0,52.8333333333,PANTHER8_LDO PANTHER8_all
P62913,6.61538461538,43.0897435897,PhylomeDB
Q9H211,7.0,36.3333333333,RSD
Q16512,11.7692307692,154.525641026,PhylomeDB
Q99542,14.0769230769,193.743589744,PANTHER8_all
P17980,6.84615384615,42.3076923077,PhylomeDB
Q8TE56,5.69230769231,3.89743589744,
Q14571,7.07692307692,73.7435897436,
Q9Y291,2.23076923077,0.192307692308,
Q08116,9.76923076923,117.192307692,
Q6GQQ9,5.46153846154,31.4358974359,PANTHER8_all
A6NF34,5.30769230769,64.8974358974,Hieranoid_2
Q16649,3.38461538462,4.25641025641,EggNOG
O60306,7.61538461538,9.75641025641,PANTHER8_all
Q17RP2,18.5384615385,58.9358974359,
Q5BN46,14.2307692308,73.858974359,
Q8IVP5,12.0769230769,185.41025641,PANTHER8_LDO PANTHER8_all
ENSP00000389593,8.0,179.666666667,EnsemblCompara_v2
Q5GAN3,0.538461538462,0.769230769231,
Q9BXX2,9.30769230769,235.897435897,PhylomeDB
Q8N556,2.46153846154,2.4358974359,
Q8NC96,10.8461538462,39.3076923077,
O43252,18.0,183.666666667,
O00634,3.84615384615,16.3076923077,Hieranoid_2
Q5VV16,5.30769230769,29.7307692308,Hieranoid_2
Q494R0,0.307692307692,0.230769230769,
O43316,5.53846153846,43.2692307692,PhylomeDB
Q8IYD1,16.5384615385,273.602564103,OMA_Pairs
Q9NZ42,15.3076923077,22.3974358974,
O95182,4.07692307692,1.91025641026,
ENSP00000436337,7.0,52.5,PANTHER8_all
P19957,3.15384615385,3.47435897436,PANTHER8_all
Q6UX73,7.23076923077,20.0256410256,PANTHER8_all
ENSP00000396949,8.15384615385,306.974358974,Metaphors PhylomeDB
Q14678,7.38461538462,41.7564102564,Hieranoid_2
Q96QE3,12.6923076923,38.7307692308,
Q6PID6,15.7692307692,107.692307692,
P0CG41,6.23076923077,65.6923076923,PhylomeDB
Q5SU54,2.46153846154,4.26923076923,EnsemblCompara_v2
P78337,7.76923076923,36.858974359,
Q5VSL9,7.69230769231,22.3974358974,OMA_Pairs
Q562E7,14.1538461538,121.307692308,
Q8TBF4,14.1538461538,42.3076923077,
P00414,35.6923076923,47.0641025641,
O43320,4.84615384615,9.80769230769,EggNOG
Q9Y6E7,36.8461538462,68.9743589744,
O15381,14.0769230769,124.576923077,
Q9BSN7,0.307692307692,0.564102564103,
P01712,8.30769230769,104.730769231,
ENSP00000397196,0.769230769231,0.192307692308,
ENSP00000385341,2.30769230769,22.2307692308,Metaphors
Q99501,9.38461538462,70.2564102564,
Q8NE01,21.8461538462,364.474358974,
Q5TG30,11.5384615385,40.6025641026,
Q71RC9,0.230769230769,0.192307692308,
Q8N7Z2,19.5384615385,408.769230769,
Q9BX82,8.84615384615,96.4743589744,
Q68DU8,8.07692307692,106.076923077,EnsemblCompara_v2
Q96KR1,3.84615384615,17.9743589744,PANTHER8_all
P27169,28.3846153846,509.756410256,
Q5VZB9,6.07692307692,30.5769230769,PANTHER8_all
Q8N427,16.9230769231,179.576923077,
O95678,6.0,84.6666666667,
Q6P9G0,20.0769230769,1.57692307692,
Q02078,7.76923076923,46.858974359,
Q5EBN2,3.61538461538,41.4230769231,PhylomeDB
Q8NFZ5,4.38461538462,68.7564102564,Metaphors PhylomeDB
Q9H9H4,5.0,30.1666666667,Metaphors
Q9Y5M6,1.0,0.0,
P41238,0.538461538462,2.76923076923,
Q9NWK9,11.6923076923,50.3974358974,
P02724,1.23076923077,2.52564102564,
Q9NWM3,3.46153846154,8.9358974359,InParanoid
Q6PEY1,1.84615384615,1.30769230769,
A6NJT0,8.61538461538,42.2564102564,InParanoid
A6NFA1,19.6923076923,460.564102564,
Q9H2G2,17.0,238.666666667,
Q8IWE2,3.30769230769,21.8974358974,PhylomeDB
Q9Y4U1,5.0,9.33333333333,PhylomeDB
Q8IY18,10.0769230769,104.243589744,InParanoid PhylomeDB
P26038,4.15384615385,13.8076923077,PhylomeDB
Q9P000,15.1538461538,50.141025641,
Q9UJ04,12.1538461538,95.141025641,
Q2PPJ7,16.0,83.1666666667,
Q8N2E2,10.0,26.3333333333,EnsemblCompara_v2
Q86SX6,28.5384615385,24.7692307692,OMA_Pairs
Q9H267,10.6153846154,47.0897435897,
Q86YM7,6.69230769231,76.8974358974,PhylomeDB
Q8IUX7,14.3076923077,294.230769231,PhylomeDB
Q06889,9.69230769231,44.7307692308,
Q86TN4,26.3076923077,88.8974358974,
O14744,7.61538461538,10.7564102564,OMA_Groups
Q9Y324,6.07692307692,16.9102564103,EnsemblCompara_v2
Q15233,6.69230769231,29.5641025641,OMA_Pairs
Q9H0X6,3.46153846154,6.4358974359,Hieranoid_2
Q7Z7L7,3.61538461538,4.92307692308,
O76099,3.46153846154,15.2692307692,PhylomeDB
A8MXV6,0.0769230769231,0.0769230769231,
Q9UPT6,4.46153846154,22.7692307692,EnsemblCompara_v2
O14764,15.9230769231,426.243589744,
Q6ZMZ3,3.15384615385,17.4743589744,PANTHER8_all
ENSP00000392127,11.7692307692,359.525641026,EnsemblCompara_v2
Q9H706,2.23076923077,2.19230769231,
P10827,5.0,10.1666666667,EggNOG
Q16531,6.69230769231,2.5641025641,
P18440,31.9230769231,491.41025641,
ENSP00000371750,0.923076923077,0.0769230769231,
P23468,7.92307692308,43.4102564103,
A6NMD2,6.30769230769,164.064102564,PhylomeDB
Q16222,24.5384615385,112.435897436,
P07333,6.61538461538,167.756410256,Metaphors
P05000,3.84615384615,10.4743589744,
ENSP00000402601,1.30769230769,0.730769230769,
P31371,5.69230769231,12.5641025641,
Q5TYX0,4.46153846154,28.9358974359,Metaphors
P31644,12.1538461538,428.974358974,
P83859,1.30769230769,0.230769230769,
Q96NT5,9.0,164.833333333,PhylomeDB
P19526,12.0,357.333333333,PANTHER8_all PhylomeDB
O15431,8.46153846154,38.7692307692,EnsemblCompara_v2
ENSP00000383578,0.846153846154,0.141025641026,
Q9Y6T7,15.5384615385,121.602564103,RSD
Q6ZUF2,0.384615384615,0.25641025641,
P62258,7.30769230769,21.3974358974,
P52799,2.69230769231,10.5641025641,EggNOG
A6NDX4,0.615384615385,0.25641025641,
Q9BUU2,19.7692307692,116.692307692,PhylomeDB
Q86UP3,6.30769230769,37.3974358974,PANTHER8_all
Q6UXY1,4.0,16.6666666667,PhylomeDB
Q5T1M5,18.8461538462,161.974358974,
P51970,7.76923076923,7.02564102564,
P23508,8.0,30.0,PhylomeDB
Q13255,6.0,29.6666666667,PANTHER8_all
Q16585,2.76923076923,1.02564102564,
Q8N4W9,6.30769230769,92.7307692308,Hieranoid_2
Q06609,14.9230769231,54.2435897436,
O76096,4.84615384615,39.8076923077,PANTHER8_all
Q8IVL8,19.6923076923,320.064102564,
Q14324,9.84615384615,122.307692308,PANTHER8_all
Q6P5R6,11.1538461538,115.307692308,
A1E959,0.230769230769,0.192307692308,
P38571,20.0,219.0,
P49753,5.23076923077,12.858974359,
Q969Z0,7.53846153846,34.4358974359,PhylomeDB
O43688,12.0769230769,107.41025641,
Q8IXS6,4.30769230769,0.564102564103,
P01137,3.0,10.0,EnsemblCompara_v2
Q9UNA1,9.69230769231,43.3974358974,
A6NJS3,3.23076923077,5.85897435897,EggNOG
O15209,6.76923076923,65.5256410256,InParanoidCore
Q6Y7W6,9.46153846154,28.4358974359,
Q86UE4,1.07692307692,0.24358974359,
ENSP00000381142,3.61538461538,32.2564102564,PANTHER8_all
Q86XR5,5.76923076923,5.52564102564,
Q8IXA5,13.2307692308,170.525641026,PANTHER8_all
Q9H3S1,3.53846153846,4.10256410256,PhylomeDB
Q9HCH3,16.3076923077,56.7307692308,
Q6P1K2,10.2307692308,44.858974359,
Q7Z2Z2,12.7692307692,132.192307692,RSD
Q15388,6.0,9.5,
Q3KR37,9.92307692308,39.0769230769,
P50616,6.38461538462,35.5897435897,
Q8TD90,7.61538461538,59.4230769231,
ENSP00000405805,3.76923076923,99.6923076923,EnsemblCompara_v2
P42126,33.3076923077,178.564102564,
Q8WYL5,10.0,142.5,PANTHER8_all
Q96LW1,6.0,76.8333333333,Hieranoid_2
P20393,4.84615384615,4.64102564103,
Q13823,9.0,46.1666666667,Metaphors
Q13472,15.1538461538,80.3076923077,
Q71SY5,15.0,60.0,
A1KXE4,2.38461538462,28.0897435897,PhylomeDB
O43353,9.38461538462,176.58974359,PANTHER8_all
Q9BXF9,5.69230769231,45.2307692308,Metaphors
Q96A37,7.38461538462,48.4230769231,
