,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB
Q9Y603,22,54,34,34,54,54,34,54,54,55,55,55,54
P60014,None,None,18,None,None,None,None,22,22,112,27,84,131
P39060,34,27,34,112,34,54,37,54,36,None,131,54,54
Q96QB1,34,54,34,34,34,55,55,55,54,80,54,119,54
Q9UPY5,34,34,131,80,34,37,131,131,131,80,131,131,131
Q9H765,54,54,54,54,54,58,58,54,54,119,58,131,131
Q2NKX8,112,112,27,27,119,124,119,119,34,131,131,119,119
Q9H161,27,34,34,34,55,55,55,55,112,84,119,112,112
Q96SB4,34,112,112,54,119,112,119,119,119,119,119,119,119
Q8WTV1,34,34,21,34,55,55,34,54,54,54,55,54,55
Q96DM3,112,112,55,112,112,112,84,112,112,112,112,112,112
Q5T0J3,1,1,1,1,None,1,None,1,1,1,None,1,None
Q9C026,34,55,55,54,34,119,55,55,112,None,131,55,55
Q96KS0,34,34,21,21,131,34,34,55,112,58,131,112,131
Q9H9T3,131,124,124,124,131,131,131,131,124,131,131,131,131
P28336,34,54,34,54,34,54,37,54,54,55,55,55,55
P35232,80,119,112,124,131,131,119,131,119,131,131,131,131
P0C7M8,22,21,26,12,21,22,22,22,58,34,54,55,112
Q8TDX6,34,54,37,34,55,37,58,58,55,58,58,55,55
Q96BX8,34,36,54,34,58,119,84,119,119,119,119,119,119
Q9H553,131,119,119,119,131,131,119,131,119,119,131,131,131
Q9Y5E7,18,21,21,18,18,22,37,34,54,34,55,55,55
Q70CQ4,34,54,34,34,34,55,55,55,55,None,119,119,119
Q86XD8,54,54,34,54,55,55,55,58,36,112,119,112,54
Q9UHC7,21,34,112,34,112,112,112,112,112,112,112,112,112
Q8N6T0,34,34,21,34,34,34,34,34,34,34,34,21,34
ENSP00000390520,1,1,1,1,1,1,119,119,119,112,119,112,119
P04432,None,None,21,None,5,None,None,None,34,21,80,34,80
P07306,18,27,21,37,18,21,34,34,54,55,58,54,55
Q6AI12,55,55,37,37,34,58,58,58,55,58,34,112,55
Q96DR4,34,34,34,54,34,34,54,36,58,54,119,119,119
Q8NCL4,34,34,27,34,34,55,36,58,112,None,131,131,131
O14628,5,5,5,5,5,5,None,5,119,37,80,55,80
Q8N2A8,131,131,34,34,131,131,131,131,131,131,131,58,131
Q7Z589,55,55,34,34,55,55,55,55,55,55,55,55,34
P32302,34,34,34,55,34,34,34,34,34,34,54,37,54
A8MUK1,5,None,12,None,None,119,None,119,80,119,None,None,None
O00755,34,34,34,34,55,54,55,54,55,55,55,55,54
Q96KN7,27,27,27,34,27,112,54,37,112,54,112,54,124
Q9NY99,34,55,54,54,54,55,55,54,55,55,58,55,54
Q86XM0,21,21,21,21,None,21,21,37,21,55,None,55,55
Q86UP9,34,27,37,37,55,54,54,55,55,34,55,55,54
Q6Q759,58,112,55,55,112,58,58,55,58,58,112,55,55
P06746,84,131,84,119,80,131,84,131,131,112,131,131,131
Q9H3S4,131,84,119,84,131,131,119,119,119,119,131,131,131
P42025,34,37,37,22,21,112,112,112,124,112,124,119,119
Q9Y4C0,34,37,54,34,54,58,54,54,54,55,84,None,None
Q8NGP2,5,5,21,5,22,18,None,22,37,22,37,26,27
Q86UV7,None,None,37,None,None,None,None,1,112,34,None,112,55
Q9Y6K5,21,21,21,21,21,21,37,55,37,55,58,55,58
Q5T7P6,None,None,None,None,None,None,None,None,None,36,None,5,None
O75191,80,119,112,112,112,119,131,119,131,112,131,131,131
O43306,18,34,54,34,55,119,55,55,84,55,131,112,84
Q15612,21,21,21,21,21,21,None,21,37,27,27,27,27
Q9Y2T6,34,34,34,34,27,34,34,34,34,34,55,34,37
Q8IX07,34,34,34,131,54,37,36,34,37,54,54,37,54
P23471,34,112,27,34,55,80,34,54,54,None,119,112,54
P04183,131,131,131,131,119,131,119,131,119,131,131,131,131
Q5HYC2,54,54,21,21,27,54,54,54,27,27,27,37,80
Q9BPW9,27,27,54,27,37,84,84,131,131,131,131,131,131
Q16204,119,84,34,54,84,84,55,84,84,84,84,55,131
P54296,34,36,34,34,34,34,34,36,37,54,131,37,55
Q86YE8,5,5,5,18,5,5,None,5,119,37,80,112,84
Q10567,34,55,55,112,119,119,119,119,119,119,119,119,119
A1L4L8,34,34,21,21,34,34,34,34,119,55,119,119,119
O43451,27,36,37,27,37,131,112,131,112,None,131,112,112
Q68EA5,5,5,5,5,5,5,None,5,119,54,18,80,84
Q9NUJ7,80,27,34,27,34,80,34,84,80,84,112,112,112
P59052,5,5,1,1,None,5,None,5,1,5,None,5,None
A6NMB9,34,34,34,34,34,34,None,18,119,None,131,119,119
Q5T6V5,119,119,119,119,119,119,119,119,119,119,119,119,119
P58876,18,None,119,None,18,54,None,112,119,119,119,112,119
Q9Y5T4,34,54,112,80,131,119,119,119,119,131,131,119,131
Q9NYL5,80,37,37,37,37,80,37,37,34,80,37,131,131
Q9Y243,34,34,54,119,54,131,119,119,131,119,119,131,119
Q92499,112,112,84,112,131,112,112,112,112,112,131,131,131
P0CK96,112,112,58,112,None,119,112,112,112,112,None,112,112
Q7Z5N4,34,54,34,34,34,54,34,55,54,55,54,55,112
Q8TEW0,34,55,34,54,34,54,55,55,55,58,55,55,55
Q96DZ7,22,22,22,34,22,22,None,22,22,34,22,22,22
A6NND4,18,12,21,18,18,34,None,21,37,27,34,37,34
P49279,27,27,131,131,27,131,112,131,112,131,131,131,131
Q6P2I7,None,None,None,None,None,None,None,None,None,5,None,None,5
B7Z3A2,54,54,55,None,37,54,55,None,54,None,37,None,None
Q9BZQ4,34,34,34,34,34,84,36,119,119,119,131,131,131
P43155,36,80,55,80,55,80,112,80,80,54,112,55,54
Q07654,36,22,22,22,58,37,22,22,55,55,58,37,55
P47224,84,55,55,55,84,84,84,58,80,84,84,84,84
Q9H081,55,34,34,55,27,55,None,34,55,55,27,80,55
P35523,34,124,34,84,34,124,84,131,58,131,131,131,131
Q9UJH8,34,34,34,55,34,34,34,34,55,54,34,54,55
Q96T76,119,119,84,112,119,119,119,112,112,112,119,112,112
P80370,34,34,34,37,5,34,None,34,119,58,36,119,119
Q8NHU0,None,None,12,None,1,None,None,5,18,112,112,55,18
Q9Y5L3,34,34,34,119,58,112,80,112,112,119,119,119,119
Q9Y2V0,124,124,55,124,124,124,124,124,112,124,124,124,124
Q8WUZ0,27,55,22,27,55,54,27,55,55,55,55,55,55
Q17R55,21,21,21,21,21,21,None,21,21,36,34,54,36
A6NJW4,21,21,34,34,131,21,34,37,55,37,131,54,54
Q6UQ28,21,18,1,18,26,21,None,21,26,21,26,21,21
Q9H8W5,80,119,80,80,80,80,80,80,119,None,131,84,119
P52926,27,34,34,34,34,34,None,34,34,34,80,80,34
Q5QJ38,21,21,21,80,18,21,None,21,21,80,131,80,112
Q9NPF7,22,22,22,22,22,22,None,22,22,22,22,18,22
ENSP00000400080,None,None,None,None,None,None,131,None,None,None,None,18,None
Q6ZRZ4,1,1,1,1,None,1,None,1,1,1,None,None,None
Q9BWK5,21,21,21,21,21,21,None,21,21,21,21,21,21
P07101,54,54,54,54,54,37,54,131,131,131,119,119,131
Q9UHB7,34,36,34,119,27,54,36,55,112,55,54,55,34
P40199,5,5,34,37,5,5,None,34,54,34,37,55,80
Q9NZI8,34,34,34,34,34,55,58,55,55,None,112,58,58
Q3SY00,18,18,18,18,18,22,None,22,18,22,119,18,18
Q9NP97,34,119,119,34,119,119,119,119,119,119,119,119,112
Q7Z6Z6,22,18,18,18,22,112,55,55,112,112,119,112,112
Q5T6L9,84,84,26,37,37,84,58,37,37,58,37,54,37
Q9NVR7,119,119,55,112,119,119,112,119,112,119,119,119,58
O95633,34,34,34,34,55,34,34,55,55,55,112,119,119
Q9H6J7,37,37,37,37,37,37,37,37,37,37,37,37,37
Q8TEE9,18,18,18,18,None,18,None,18,18,18,None,18,18
Q9P2Y4,34,21,34,34,21,27,34,27,119,36,84,80,55
A6BM72,34,34,34,112,21,119,54,54,58,119,119,84,58
Q96EI5,5,18,None,1,18,18,None,18,18,18,37,58,58
O15350,58,58,34,34,34,58,58,58,58,58,58,58,58
A6NGH7,22,22,22,37,22,22,None,22,37,55,54,34,34
Q8TDV5,34,34,26,34,34,34,37,34,34,55,112,55,55
O00470,34,34,37,34,34,55,34,112,112,112,119,112,112
Q92908,80,80,26,34,34,80,80,80,80,54,112,112,54
Q92887,112,34,119,84,34,131,112,112,119,112,131,112,131
Q9BQS2,55,34,34,55,34,54,55,55,119,55,119,112,112
Q9UPR5,34,34,34,34,131,112,58,131,112,112,131,112,55
P57738,34,34,27,34,18,34,21,34,34,34,18,34,34
Q8N0W3,131,131,58,112,131,131,131,131,112,131,131,84,112
P29120,55,55,55,119,55,112,55,119,119,119,131,131,131
Q9Y230,124,124,124,124,119,124,124,124,124,124,131,124,124
Q16778,21,None,112,None,None,112,None,112,119,119,None,112,119
Q53FV1,34,34,119,34,119,119,58,119,119,119,119,119,119
Q96LA6,18,18,18,34,27,22,None,22,27,27,27,55,55
Q9UHD0,22,22,22,22,34,26,26,34,22,34,34,34,34
Q9NYU2,37,119,112,80,119,119,119,119,119,119,119,119,119
Q68DX3,34,119,34,34,18,34,34,55,54,58,131,55,58
Q5HYW3,12,12,12,12,12,12,None,12,12,18,112,27,27
Q5VV43,27,124,26,26,80,131,80,55,55,55,131,80,80
P20309,34,54,34,27,54,54,55,54,55,55,119,55,55
Q9H222,131,34,34,80,119,131,119,112,54,112,131,131,131
Q99816,80,112,112,112,112,112,55,112,80,112,112,112,112
Q9Y6A1,80,131,80,80,80,131,80,119,131,119,112,131,131
P39086,34,34,34,34,34,54,54,55,112,55,131,112,112
P0CG48,119,119,119,119,119,112,54,119,119,131,119,112,119
Q5TBE3,1,1,1,1,None,18,None,18,1,18,None,18,18
Q53F19,112,112,34,37,80,112,55,55,80,55,80,55,80
P23297,34,21,34,34,34,34,34,34,34,34,112,36,84
Q9P2M7,34,34,34,131,18,34,34,34,119,None,119,119,131
O15027,54,119,80,80,112,119,54,112,112,119,112,54,54
Q5JSZ5,34,54,34,54,34,34,27,54,54,55,54,55,34
Q96F85,55,37,34,55,55,55,55,55,55,55,55,55,55
O00321,18,18,18,18,18,18,None,18,18,55,55,54,54
Q14088,34,34,34,34,34,34,34,55,55,119,131,119,55
Q6ZRI0,34,34,34,34,34,54,34,55,34,None,131,54,55
P24539,80,55,54,80,112,80,58,58,80,58,112,80,80
P20936,84,55,55,55,55,55,84,80,55,84,84,80,80
P55895,34,34,34,34,34,34,34,34,34,34,34,34,34
B0YJ81,34,34,112,34,34,80,119,119,119,112,119,119,119
Q9Y6N7,34,34,34,34,34,34,55,54,54,55,55,55,55
Q96DU3,18,18,18,18,18,18,None,18,34,27,55,37,37
Q8IZ57,34,37,37,37,37,37,37,37,55,37,37,54,55
Q5TA76,None,None,12,1,1,None,None,None,None,21,55,26,None
Q5VWM1,None,None,None,None,None,None,None,5,37,12,None,55,55
Q4AC94,58,58,34,34,58,112,58,58,58,58,58,55,58
Q9NUQ6,21,21,21,21,18,22,55,55,55,55,27,55,119
P47736,34,54,34,34,54,84,84,119,84,55,84,55,55
Q6ZRH7,55,37,21,22,55,55,22,37,55,37,55,37,55
Q99618,37,26,26,26,None,34,None,26,55,26,None,55,55
Q92519,37,55,55,37,55,55,55,55,55,55,55,119,119
Q9ULP0,34,34,112,34,34,34,112,112,112,112,112,112,112
Q9NRF2,34,54,54,54,34,54,54,54,54,54,54,54,54
B2RXH4,12,12,12,12,12,12,None,12,12,37,119,12,None
Q6UXZ4,34,34,34,34,34,34,34,54,55,58,54,55,55
Q8TCP9,5,5,36,5,36,5,55,5,55,36,36,36,55
A9UHW6,37,37,34,34,55,54,55,37,55,55,55,54,55
Q5SRD1,None,None,18,18,None,22,54,55,80,112,None,112,112
P20813,21,18,22,112,21,54,54,34,112,36,131,112,112
Q9NXB0,112,58,37,55,55,58,119,119,119,119,119,119,119
Q3LHN0,None,None,None,None,None,None,None,None,None,None,22,12,12
Q8IVE0,22,22,1,1,54,1,55,1,22,22,54,119,131
O95278,112,55,55,55,112,112,112,112,55,55,131,55,112
Q7RTS6,27,36,54,54,34,54,36,54,36,54,55,55,55
Q14146,55,55,34,34,80,55,55,55,37,55,80,55,34
P60321,27,27,34,34,27,54,55,55,54,55,55,55,55
P13929,34,34,131,131,131,131,124,131,131,131,131,131,131
Q86TP1,131,119,80,119,131,119,119,119,119,119,131,131,131
Q9UBB9,84,112,112,112,112,112,112,112,112,112,112,112,112
Q96CN9,112,55,55,119,55,55,55,55,112,119,55,55,124
Q5MJ70,37,37,22,22,55,55,55,55,84,55,55,37,55
ENSP00000393457,None,None,None,None,None,None,119,131,131,131,131,131,131
O95256,26,26,26,34,37,34,None,34,36,34,37,55,55
P10265,None,None,None,None,None,None,None,None,26,54,None,None,54
Q08043,34,34,34,34,34,80,84,84,119,None,119,119,119
Q16769,37,119,84,54,34,131,119,84,84,119,131,84,84
P20823,34,34,27,27,36,34,36,36,36,54,36,36,36
P63124,None,None,None,None,None,None,None,None,26,54,None,26,54
P80297,5,None,5,None,21,22,None,None,22,34,34,26,22
Q9NPH3,27,27,27,27,27,27,27,27,36,27,37,55,55
Q9NXW2,34,112,80,112,54,112,119,112,112,131,131,131,131
Q13021,26,26,26,26,26,26,26,26,26,37,55,37,54
Q9NZM3,27,34,34,34,34,36,119,80,80,112,112,84,84
P09466,22,18,18,18,18,22,None,18,18,22,112,34,54
O95218,112,112,54,112,112,112,112,112,112,131,112,112,112
Q53GS7,112,112,36,84,112,112,80,112,112,112,112,112,80
P41587,34,34,34,34,34,34,34,34,34,37,58,55,55
Q8IVQ6,84,34,34,119,34,34,34,112,112,119,119,119,119
Q96CB8,54,54,54,54,54,55,55,55,58,55,54,55,37
Q02747,21,21,21,21,21,21,None,21,21,22,22,21,22
O43861,27,84,119,80,119,119,119,119,119,None,119,119,119
Q9Y5K2,18,18,18,18,18,18,None,18,131,131,55,55,80
Q00341,80,80,58,80,58,80,112,112,80,112,80,112,112
Q9Y255,80,80,80,80,112,80,80,80,80,112,112,112,112
Q495A1,21,21,21,21,21,21,None,21,21,21,54,27,34
Q9BSI4,34,21,21,21,34,34,34,34,21,21,34,34,21
Q5BVD1,22,22,21,21,21,22,None,22,22,22,21,22,22
Q9Y575,34,34,27,34,131,34,34,34,131,119,131,112,131
P43403,34,54,34,34,119,55,58,55,112,58,119,112,112
Q9UN37,34,54,112,119,119,119,58,119,124,None,131,124,124
P02794,34,37,55,131,34,131,55,131,55,131,131,131,131
P08582,36,54,54,54,54,55,55,55,54,55,54,55,55
O95998,18,18,18,18,22,22,None,22,18,22,22,18,18
ENSP00000363412,27,27,None,None,None,12,112,27,27,112,None,131,131
Q70HW3,119,119,119,119,119,119,112,119,119,119,119,119,119
P56645,34,54,34,34,34,54,54,54,54,54,54,54,37
Q92622,54,119,34,34,54,84,34,112,54,112,112,84,54
Q1ZZU3,18,18,18,18,None,80,34,34,34,34,None,34,84
Q76FK4,112,112,34,34,112,112,112,112,112,80,112,80,80
Q86YS6,26,34,55,None,55,54,55,55,55,119,131,119,55
P48052,26,34,55,36,22,131,131,131,80,131,131,131,131
Q9BQ39,22,131,112,124,22,131,119,131,119,124,131,119,131
Q6ZPC8,1,1,1,1,None,1,None,1,1,1,None,None,None
P35249,124,131,112,119,119,131,119,131,119,124,131,131,119
P32754,131,131,131,131,131,131,131,131,131,131,131,131,131
Q9P0J7,55,55,55,55,80,112,55,55,55,55,80,112,55
Q9NV23,131,131,131,131,131,131,131,131,131,131,131,131,131
A6NKG5,18,80,12,12,131,84,27,80,18,27,131,80,80
P16401,12,12,54,80,12,34,None,37,112,84,112,112,55
Q7L266,131,131,131,131,34,131,131,131,131,131,131,131,131
Q8NDV3,27,27,112,34,34,131,None,131,119,None,131,131,124
Q32NB8,131,119,112,112,131,131,131,119,119,131,131,131,131
P13994,112,112,112,112,112,112,112,112,112,112,112,112,119
Q07092,34,34,34,112,37,34,37,34,58,None,131,55,58
Q9HBQ8,1,1,1,1,1,1,None,1,1,1,54,54,None
Q6PG37,12,12,12,12,5,12,None,12,119,22,80,80,84
Q5VUG0,34,55,34,34,34,55,55,55,55,54,84,55,55
O00322,34,34,34,34,34,34,34,34,34,34,119,54,37
Q15011,34,34,34,54,34,54,34,55,54,55,80,55,54
Q9HC97,27,27,26,34,34,27,27,27,22,18,55,34,37
Q9UJU3,18,18,18,18,18,18,54,18,119,18,80,80,84
P32121,34,34,37,34,58,34,58,58,58,58,58,58,84
Q8WZ04,34,34,34,36,34,34,34,112,112,112,112,131,112
Q92673,55,112,55,55,131,112,55,112,55,84,131,112,112
Q9BRL7,34,34,34,34,34,34,34,55,34,112,119,119,119
P57730,5,5,None,None,None,5,None,5,22,22,54,22,22
ENSP00000406216,None,None,131,None,None,5,54,5,5,131,112,119,131
Q02878,112,112,112,84,119,119,119,119,119,119,119,119,119
O15355,119,112,54,112,119,112,119,119,80,None,131,112,112
Q5NV77,1,None,18,None,18,1,None,18,18,34,18,54,34
Q9BSH3,55,55,55,55,55,55,55,55,55,55,55,55,55
Q9BUH8,37,34,26,34,55,34,34,54,34,55,55,54,34
Q9H8X9,1,1,12,None,34,119,119,119,119,119,119,119,119
Q9Y2S2,131,131,131,131,124,131,131,131,131,131,131,131,131
Q9UHV2,27,27,22,27,22,27,27,27,27,27,22,34,22
O00585,34,21,21,34,34,34,None,34,34,34,34,21,34
Q8TBP5,27,27,12,21,None,27,None,27,27,55,None,55,27
Q9H400,18,18,18,18,18,18,None,18,18,18,112,18,18
O14646,34,112,36,80,34,112,119,112,112,119,131,84,112
Q5JS13,34,54,54,34,119,54,37,58,55,84,119,84,119
Q5SZI1,37,37,21,37,21,37,37,37,37,37,55,37,37
Q8WWT9,131,131,34,34,34,131,55,131,119,131,131,131,131
Q5H943,5,5,5,5,None,5,None,5,5,5,None,5,5
P25490,37,55,34,37,112,80,55,112,55,112,112,112,55
Q9BSE4,34,54,36,54,80,55,55,55,54,55,80,55,54
Q14573,34,34,34,34,34,55,34,119,58,119,119,58,58
Q96M63,18,119,37,119,119,119,119,112,119,119,119,119,119
O95630,34,112,55,54,112,112,112,112,112,112,112,112,112
Q7RTV2,1,1,37,1,1,112,84,112,112,84,131,131,131
P10916,34,34,34,119,34,34,36,80,131,119,84,119,80
A1YPR0,54,34,34,34,34,27,34,34,119,54,112,55,54
P16930,131,131,131,131,131,131,131,131,131,131,131,131,131
Q96P64,None,None,5,None,None,None,119,54,55,119,119,119,119
Q14203,112,112,54,112,119,119,119,84,119,80,119,119,124
P05108,34,34,34,80,80,54,None,54,80,131,131,131,131
Q5T4B2,21,21,34,34,34,119,55,55,55,58,112,55,55
Q96QT6,112,112,54,55,55,112,80,80,54,80,55,112,55
O15453,None,None,None,None,None,None,None,None,None,1,131,18,None
Q9H269,119,119,112,112,119,119,119,119,119,119,119,112,112
O43818,119,119,80,119,119,119,119,119,119,119,119,119,119
Q5R3F8,34,34,34,37,34,34,36,34,37,55,119,54,54
P62995,34,84,54,80,112,112,84,112,55,131,112,131,131
Q8WVF5,34,34,34,34,34,34,34,34,54,119,119,80,54
O95867,21,21,21,21,21,21,None,21,21,21,21,18,21
Q8TAA3,34,54,124,124,124,119,124,124,119,119,131,124,124
O43181,131,112,55,112,131,131,131,131,112,131,131,112,131
Q8TDR4,5,5,5,5,None,5,None,5,36,5,None,36,18
P02790,34,34,34,34,34,34,34,34,34,34,34,34,54
Q8NAP3,37,37,26,34,34,34,34,34,34,34,80,54,54
Q8N6G2,37,36,36,36,None,37,55,37,37,37,None,37,37
Q02083,58,58,58,55,80,55,58,58,58,58,80,84,84
A8MWK0,12,12,119,84,131,22,None,119,131,131,131,131,131
Q5DX21,34,34,34,34,34,34,27,34,37,36,119,54,55
Q6UXN9,112,112,112,112,119,112,112,112,112,112,119,131,131
H7C229,None,None,None,54,None,None,None,None,None,112,None,None,None
Q16515,34,34,54,34,21,55,54,55,55,55,55,55,55
Q8N402,1,1,5,1,5,5,None,1,1,5,5,55,119
Q9UBI1,119,84,84,119,119,119,84,84,119,112,119,84,84
Q08170,34,112,26,119,26,84,80,80,119,112,119,112,112
Q8N7Q2,1,1,1,1,None,1,None,1,1,1,None,1,None
A6NNL5,55,55,55,55,None,55,55,55,55,55,None,55,55
Q9BUF7,34,18,18,34,None,34,None,18,34,34,None,34,34
Q12774,54,58,18,80,34,34,34,58,21,58,55,84,54
P98174,34,112,34,58,34,58,34,84,84,119,119,80,119
B2RC85,None,None,37,None,None,131,119,131,55,None,None,119,119
Q96CG3,34,34,34,34,34,34,34,34,34,34,34,34,34
Q5VXJ0,18,54,112,18,21,112,112,112,112,80,131,131,131
Q96JQ0,54,54,54,55,131,55,55,58,131,None,131,58,55
Q2VY69,5,5,5,5,5,5,None,5,119,18,80,80,54
P22105,1,18,54,None,None,119,119,84,54,55,None,55,55
Q13077,22,22,22,55,37,54,27,27,84,55,112,84,84
P51532,34,55,80,80,131,119,112,119,119,119,131,131,112
ENSP00000397476,None,None,22,None,None,None,None,None,None,54,None,None,None
Q6UXU0,1,1,1,1,None,1,None,1,1,1,None,1,None
Q6RW13,54,37,34,54,54,54,54,54,54,54,54,54,54
Q8IYW5,54,54,27,58,112,55,55,55,34,55,112,55,34
Q2PZS6,1,1,5,None,36,1,None,1,1,5,55,None,None
Q9NV58,34,84,34,34,54,84,84,112,54,112,119,112,54
Q9BW19,119,112,37,119,119,112,119,119,58,None,119,112,119
P30041,131,131,131,131,131,131,131,131,131,131,131,131,131
Q15109,18,21,22,37,21,22,12,22,22,36,36,55,36
Q03060,22,22,54,34,22,54,55,55,80,55,112,54,55
Q01718,26,26,34,34,26,26,55,26,34,37,112,55,55
Q9ULH7,34,54,34,54,34,80,54,55,54,80,80,55,34
P30039,131,131,131,131,131,131,131,131,131,131,131,131,131
O75891,21,54,34,34,34,131,131,131,55,124,131,131,58
O43293,34,34,34,131,34,131,34,55,131,119,119,119,119
Q9H488,58,58,58,58,58,58,58,58,58,58,58,58,58
P01135,34,34,27,37,36,37,34,34,37,55,36,37,34
Q86TI4,55,55,37,80,55,84,55,55,55,119,119,112,131
Q8IZL9,58,58,58,131,119,58,58,58,58,119,119,119,119
ENSP00000412252,None,None,None,None,None,None,None,None,None,None,None,5,55
Q3LHN2,None,None,None,None,None,None,None,None,None,None,None,12,None
Q9NQN1,18,18,18,18,12,18,None,18,37,27,27,27,27
Q96P48,34,34,34,34,34,55,36,58,80,112,119,55,58
Q9Y262,119,119,112,119,119,119,119,119,119,119,119,119,119
Q9H336,34,37,34,34,34,112,34,112,131,58,131,112,131
ENSP00000389253,None,None,None,None,None,None,None,None,None,None,None,119,131
O43166,34,34,34,34,58,36,58,119,36,55,84,84,58
ENSP00000406235,None,None,None,None,None,None,None,None,None,None,None,1,None
Q9H3H9,5,5,5,5,5,5,None,18,5,18,37,58,58
Q96N46,131,58,34,34,84,84,84,55,54,55,84,131,131
Q96T60,112,112,54,112,112,112,84,112,112,112,112,112,112
Q4KMZ8,34,34,55,34,34,34,34,55,55,55,55,54,55
Q8NAM6,5,18,18,5,5,18,None,18,80,18,22,54,55
P58180,5,18,22,12,18,18,None,22,37,27,34,34,27
Q13515,34,34,34,34,34,34,None,34,119,37,112,34,34
Q5SVS4,34,37,54,112,34,112,112,84,112,112,112,119,55
Q8N859,18,18,18,54,18,18,None,18,119,54,58,54,55
P13473,34,34,34,34,119,37,27,54,55,55,119,54,55
Q8NH77,None,None,18,22,22,18,None,None,37,34,34,27,27
P31276,34,34,34,34,34,34,34,34,36,37,112,54,84
Q92879,34,34,55,80,34,55,119,119,112,112,119,119,119
A0A0C4DH55,None,None,27,None,5,None,None,None,80,21,80,27,80
Q9HD36,21,12,21,26,34,21,None,21,34,34,55,55,55
O43525,27,54,27,27,34,34,34,55,54,131,131,55,54
A2A368,18,54,18,5,18,18,84,18,55,55,112,112,112
Q00796,131,131,131,131,131,131,131,131,131,131,131,131,131
Q8NF91,37,54,54,119,26,55,36,55,54,None,119,119,54
Q8NGS9,5,21,27,18,None,21,None,21,37,27,None,54,27
Q9BQE6,1,1,1,1,34,1,None,1,1,1,34,1,None
Q7RTP6,34,54,12,12,22,55,58,58,84,58,119,55,55
Q5T5X7,34,34,34,34,None,55,55,34,34,34,None,34,34
Q96GD0,34,131,131,80,34,131,119,131,131,131,131,131,112
O95391,119,119,112,112,119,119,119,119,119,119,119,119,119
Q9UIV1,37,84,119,54,119,119,119,119,119,119,119,119,119
Q8N3E9,34,34,112,34,119,112,119,119,119,58,119,119,119
Q13303,34,37,131,80,131,131,131,131,131,131,131,131,131
Q14714,37,37,37,37,54,37,37,37,37,37,54,54,37
ENSP00000323694,1,1,1,1,None,1,None,1,1,1,None,1,None
Q9NRC6,55,55,54,58,54,54,55,80,55,None,119,112,84
Q969F9,84,84,55,55,None,55,55,55,55,55,None,55,55
Q86VE0,27,27,27,27,27,27,None,27,27,27,27,27,27
A1L429,None,None,None,None,1,None,None,None,None,5,5,5,18
Q5TIA1,112,55,55,112,None,55,55,55,55,55,None,55,55
Q9P2T0,34,22,18,18,55,55,None,36,55,55,55,55,55
Q96LZ7,34,58,27,55,55,34,58,55,119,119,119,119,119
P09417,124,112,119,84,119,131,119,124,119,119,119,131,131
A5D8T8,None,None,1,None,None,34,None,34,34,58,None,112,131
Q33E94,55,55,34,34,55,80,58,80,80,80,80,80,80
Q8TBH0,34,34,34,36,34,80,37,54,112,55,112,84,84
Q8N336,34,54,54,37,34,119,34,112,112,119,119,119,119
Q13469,34,34,34,34,34,34,34,55,55,55,55,34,34
Q8TCT0,112,112,112,112,112,112,112,112,112,112,131,112,112
Q9BX63,119,124,34,119,119,124,119,124,112,131,131,131,131
Q9UPQ0,34,54,34,34,34,84,34,84,80,54,54,34,34
Q8NGN3,None,None,21,None,None,18,None,22,37,22,55,34,34
Q9NVA1,112,55,54,112,131,112,84,112,112,131,131,112,112
Q8IZV2,34,34,37,54,34,37,34,37,37,37,55,55,55
P35712,34,54,34,34,34,119,55,54,54,55,112,54,34
Q9NQM4,112,55,55,112,119,119,119,119,119,119,119,119,119
P60880,55,55,112,55,55,112,55,112,112,112,112,119,112
O60931,112,112,34,112,112,112,112,112,112,112,112,112,112
P25025,18,26,34,5,34,34,None,34,34,34,54,37,54
Q5T750,12,12,12,55,12,12,None,12,12,12,55,54,84
Q9NXL6,26,37,37,26,26,84,84,84,84,84,54,84,84
P15954,80,34,54,55,80,55,54,34,55,55,80,55,55
Q9NS84,34,34,37,34,34,34,34,55,131,55,131,55,55
Q96C34,55,55,54,54,54,55,55,55,55,55,119,55,55
Q6ZW35,1,1,1,1,None,1,None,1,1,1,None,None,None
P05109,22,18,22,21,22,22,None,22,22,22,112,36,84
Q8WVM8,119,119,119,119,119,119,119,119,119,119,119,119,119
O75173,27,27,27,27,27,27,27,27,55,55,55,54,55
Q56P42,5,5,5,5,None,5,None,5,5,5,None,84,None
Q5YKI7,5,5,5,5,21,21,None,21,5,21,21,18,22
P81408,34,34,21,34,55,34,34,55,34,55,55,37,34
P0C7H9,None,None,None,None,None,None,None,119,80,119,119,119,119
O94761,131,112,54,112,112,112,119,131,112,None,131,124,131
Q9Y5A9,34,34,34,34,112,112,112,112,112,112,112,112,37
P10243,58,112,34,54,34,112,119,119,112,119,119,112,54
A8MVM7,26,26,26,26,26,26,None,26,26,26,26,26,34
Q495V5,None,None,5,5,1,None,None,None,131,54,54,None,131
Q0VAQ4,27,22,22,22,34,27,None,22,27,22,54,22,27
Q9NSA3,34,34,34,34,54,34,34,34,34,34,54,34,34
Q8NCT1,27,80,27,27,27,84,27,54,112,55,112,84,84
