,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB,Avg,HGT_flag
Q86X60,1,1,0,1,15,19,15,6,6,20,15,8,17,9.538461538461538,False
Q71RC2,2,8,4,5,4,5,3,4,1,3,5,4,2,3.5,False
P0C5J1,1,1,18,1,1,33,19,17,11,7,1,12,45,10.166666666666666,False
O75949,5,5,3,3,2,5,6,5,6,5,2,5,12,4.333333333333333,False
Q00722,2,2,2,2,2,2,6,7,21,19,10,12,16,7.923076923076923,False
P42768,4,11,5,22,19,15,7,15,9,39,19,7,16,12.416666666666666,False
P61024,9,26,21,31,3,16,21,3,8,10,3,18,17,14.307692307692308,False
P09238,0,0,8,4,0,0,1,2,26,1,1,27,30,7.6923076923076925,False
A6NK53,0,0,0,0,0,0,1,0,32,3,17,13,19,4.416666666666667,False
P32780,6,13,5,18,6,4,13,9,4,4,6,10,6,7.166666666666667,False
Q8NER5,1,1,0,0,1,6,0,3,2,8,2,12,13,3.0,False
ENSP00000409248,1,1,1,1,1,1,1,4,2,2,1,0,0,1.2307692307692308,False
P15374,9,12,15,19,8,7,10,6,6,27,8,6,7,9.416666666666666,False
O43765,0,15,8,0,0,35,18,33,10,18,7,30,32,15.846153846153847,False
P56278,1,1,1,1,2,1,1,1,1,1,2,1,1,1.1538461538461537,False
O75460,1,12,4,3,7,12,6,6,9,22,7,7,5,6.583333333333333,False
Q9BZG1,2,7,3,7,2,6,5,5,5,28,31,20,24,11.153846153846153,False
Q9P1Q5,3,2,5,2,0,0,1,0,7,3,1,5,3,2.0833333333333335,False
Q9NSA1,5,0,5,5,3,3,4,5,4,2,5,9,10,4.166666666666667,False
Q9NXR8,13,14,5,11,3,15,3,11,15,20,5,8,15,10.615384615384615,False
Q9NYU1,31,30,22,23,13,21,7,9,12,21,13,7,8,16.692307692307693,False
Q9BUB4,17,18,16,13,3,12,14,15,12,18,7,10,18,13.307692307692308,False
P60866,6,12,2,25,0,9,3,0,0,1,1,13,14,5.083333333333333,False
Q9UMX5,20,21,0,23,1,22,24,17,6,15,10,6,20,14.23076923076923,False
P28067,0,3,2,1,2,3,6,2,2,4,2,2,3,2.4615384615384617,False
Q9C0K3,0,0,0,10,1,29,11,38,0,16,1,11,11,7.5,False
O43286,1,5,0,2,0,10,0,25,26,23,1,18,8,9.153846153846153,False
Q8NC67,0,6,0,5,16,5,6,4,5,6,16,2,6,4.090909090909091,False
Q9NZQ8,5,23,5,5,5,3,2,11,10,9,10,7,11,6.916666666666667,False
Q8N2C9,0,0,0,0,1,0,1,0,0,0,1,0,1,0.3076923076923077,False
P27352,0,0,1,0,0,7,10,8,6,1,4,4,6,3.6153846153846154,False
ENSP00000366202,1,1,1,1,1,1,1,1,1,1,1,27,2,1.0833333333333333,False
Q9H1E1,0,0,2,0,0,3,1,3,7,6,2,5,5,2.6153846153846154,False
Q9HA90,8,8,12,12,1,3,7,3,8,7,1,4,8,6.3076923076923075,False
C9JDP6,1,1,1,4,1,1,6,4,3,4,2,3,3,2.6153846153846154,False
Q9H910,3,2,2,4,3,1,1,1,1,1,3,4,5,2.3846153846153846,False
Q7Z5U6,22,21,18,21,30,20,19,20,19,20,30,19,46,21.583333333333332,False
Q9ULJ7,18,26,3,3,26,45,20,17,52,1,26,14,19,18.166666666666668,False
Q6Q788,2,2,1,1,2,2,1,2,11,2,53,25,53,4.636363636363637,False
Q9ULC6,0,0,1,0,1,1,19,18,18,23,18,3,19,9.307692307692308,False
P33240,0,1,2,7,6,11,4,6,20,35,6,6,5,6.166666666666667,False
P0C7V5,1,1,1,1,1,1,1,1,34,3,6,13,7,3.0833333333333335,False
O60312,0,22,7,18,1,3,15,1,2,1,15,5,5,7.3076923076923075,False
Q66K41,4,4,4,3,3,4,1,4,11,1,21,6,11,4.666666666666667,False
Q52WX2,7,8,2,50,1,3,4,2,49,4,17,10,22,7.2727272727272725,False
Q6ICI0,1,1,1,13,16,12,1,1,6,1,16,10,11,6.923076923076923,False
P21127,13,14,1,14,8,19,7,6,10,14,8,1,1,8.923076923076923,False
P13349,0,6,0,0,3,0,1,2,5,11,3,1,4,2.0833333333333335,False
Q8NEG0,3,4,3,3,3,3,1,3,3,0,60,3,3,2.6666666666666665,False
Q9Y4H2,2,2,0,53,3,6,8,6,6,6,7,6,2,4.5,False
Q13507,1,1,3,1,1,8,3,7,12,6,2,8,8,4.6923076923076925,False
Q6DD88,1,1,1,1,1,6,4,16,16,23,16,14,15,8.846153846153847,False
P53355,23,27,8,7,2,6,27,5,6,22,19,14,20,14.307692307692308,False
Q68BL7,3,2,3,3,2,1,6,4,5,3,5,4,5,3.5384615384615383,False
P29275,2,1,2,1,1,4,10,3,4,5,5,1,4,2.75,False
Q5VZP5,26,1,2,1,1,0,0,21,1,27,28,6,1,8.846153846153847,False
Q5VU92,1,0,0,0,0,0,10,9,10,10,49,10,11,5.083333333333333,False
Q14003,2,2,3,2,9,6,1,12,41,11,39,9,10,6.090909090909091,False
Q7RTS1,3,3,2,2,3,9,14,3,3,11,9,8,10,6.153846153846154,False
A6NNL0,1,1,5,1,1,5,1,1,1,2,1,0,0,1.5384615384615385,False
Q7L804,1,7,2,1,1,5,5,4,6,5,4,23,1,3.5,False
O15442,7,6,9,21,40,44,41,45,12,50,39,41,17,28.615384615384617,True
Q9NXK8,6,5,5,10,0,9,8,8,9,9,37,15,8,7.666666666666667,False
Q9NUQ8,7,24,37,28,27,21,32,14,4,27,27,31,30,23.76923076923077,False
P25787,6,6,4,7,4,2,1,2,2,9,23,6,2,4.25,False
Q9H4M7,3,3,4,4,3,22,4,9,30,7,16,5,3,6.916666666666667,False
Q8N148,2,4,4,4,4,2,1,2,8,3,9,3,5,3.5,False
Q9Y284,17,4,5,20,15,16,2,2,17,2,15,17,17,11.461538461538462,False
A8MVJ9,1,1,0,0,0,0,1,8,7,4,1,1,1,1.4166666666666667,False
Q9Y6G1,1,2,19,20,1,19,7,20,21,22,7,13,16,12.923076923076923,False
Q9NYK1,1,1,1,25,1,3,1,9,16,1,18,24,49,8.416666666666666,False
P81534,1,1,0,1,0,0,1,0,0,0,2,2,0,0.6153846153846154,False
Q9NVH6,8,12,11,10,37,7,8,6,38,4,37,5,6,14.538461538461538,False
O95833,1,0,2,1,1,24,16,21,15,19,35,13,15,10.666666666666666,False
Q17RG1,5,5,0,1,2,0,4,4,5,4,18,19,5,3.1818181818181817,False
Q3KP22,7,7,1,1,1,7,8,7,1,7,1,6,2,4.3076923076923075,False
P47895,1,18,50,51,0,45,22,26,26,44,43,39,16,29.307692307692307,True
Q6ZVC0,3,3,3,3,3,3,3,3,3,3,3,2,3,2.923076923076923,False
Q7Z4F1,2,2,3,2,0,2,2,8,8,7,20,6,7,4.083333333333333,False
Q641Q3,0,1,6,0,3,6,0,6,6,6,3,5,5,3.6153846153846154,False
Q96I27,1,1,15,1,2,1,1,1,33,17,17,16,11,7.0,False
Q9NRR4,11,11,7,7,16,24,30,29,13,28,16,15,2,16.076923076923077,False
Q96IX9,1,1,1,1,1,1,1,1,1,5,1,5,4,1.8461538461538463,False
P03956,3,2,3,3,1,25,1,1,25,1,2,32,36,10.384615384615385,False
P07711,0,7,28,14,1,23,17,16,44,10,30,22,28,16.333333333333332,False
Q14833,2,2,8,2,2,53,1,6,10,6,20,5,17,6.75,False
Q6ISS4,0,0,5,0,0,7,1,1,5,0,1,3,1,1.4166666666666667,False
ENSP00000403148,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,False
Q8NGQ7,0,0,0,0,1,0,1,0,12,4,1,1,1,0.75,False
Q9Y4A9,1,2,1,1,2,2,1,1,6,4,6,3,5,2.6923076923076925,False
Q86VY9,1,7,1,1,1,6,1,1,1,3,1,1,1,1.5833333333333333,False
ENSP00000388414,1,1,3,1,1,29,6,10,4,10,17,4,15,6.083333333333333,False
Q9H977,25,7,7,7,16,23,7,7,25,7,16,16,28,14.692307692307692,False
P11465,0,0,0,0,0,0,1,6,14,5,2,8,5,2.25,False
Q53GQ0,16,5,15,17,34,28,1,24,22,36,33,26,12,20.692307692307693,False
Q6ICG8,11,11,0,12,0,27,5,8,23,7,13,2,2,7.833333333333333,False
P50416,3,6,4,9,22,2,0,19,21,5,21,20,2,10.307692307692308,False
Q9Y603,3,12,6,6,9,12,8,9,12,9,9,8,9,8.615384615384615,False
P60014,1,1,5,1,1,1,1,4,7,33,2,21,56,6.5,False
P39060,4,3,4,27,5,6,1,5,4,1,42,5,8,6.083333333333333,False
Q96QB1,2,6,2,1,2,9,3,3,6,7,4,21,4,4.083333333333333,False
Q9UPY5,0,0,51,16,0,1,63,38,41,8,25,33,36,24.0,False
Q9H765,7,7,8,6,7,7,8,7,7,25,7,48,49,8.727272727272727,False
Q2NKX8,21,21,3,2,20,24,21,22,2,35,33,20,22,18.923076923076923,False
Q9H161,1,1,3,1,8,7,13,6,18,25,21,19,14,10.538461538461538,False
Q96SB4,2,20,27,10,2,18,4,6,12,10,2,4,2,7.666666666666667,False
Q8WTV1,5,5,1,5,8,11,5,11,10,14,7,8,8,7.538461538461538,False
Q96DM3,13,14,3,15,14,13,11,13,14,13,14,14,14,12.692307692307692,False
Q5T0J3,0,0,0,0,1,0,1,0,0,0,1,0,1,0.3076923076923077,False
Q9C026,3,6,7,8,3,21,12,4,21,1,48,4,5,7.916666666666667,False
Q96KS0,2,2,0,0,45,2,2,5,20,4,45,17,48,14.76923076923077,False
Q9H9T3,24,4,4,6,20,16,30,17,4,20,20,21,18,15.692307692307692,False
P28336,1,7,1,6,1,6,5,4,4,3,2,3,4,3.6153846153846154,False
P35232,8,6,8,13,28,29,10,27,3,45,28,31,42,21.384615384615383,False
P0C7M8,3,3,7,3,3,3,3,3,13,5,8,9,27,5.25,False
Q8TDX6,2,5,3,2,3,0,3,5,5,9,3,3,3,3.0833333333333335,False
Q96BX8,4,6,9,2,3,27,12,13,18,19,4,13,20,11.538461538461538,False
Q9H553,24,4,7,5,27,21,3,25,4,4,21,16,16,13.615384615384615,False
Q9Y5E7,2,2,1,1,2,2,6,3,11,6,9,7,6,3.9166666666666665,False
Q70CQ4,1,4,3,1,2,4,2,3,3,1,14,19,19,5.846153846153846,False
Q86XD8,4,5,2,7,7,4,5,5,1,19,16,18,7,7.6923076923076925,False
Q9UHC7,2,4,21,2,9,22,16,12,15,16,9,15,16,12.23076923076923,False
Q8N6T0,5,5,3,5,6,3,5,3,6,3,6,2,5,4.384615384615385,False
ENSP00000390520,0,0,0,0,0,0,7,19,22,28,5,9,9,5.916666666666667,False
P04432,1,1,3,1,1,1,1,1,8,5,21,8,28,4.333333333333333,False
P07306,0,2,1,7,0,0,2,2,9,11,4,5,7,3.8461538461538463,False
Q6AI12,5,6,3,2,3,6,7,6,6,5,3,19,6,4.833333333333333,False
Q96DR4,2,2,2,8,2,2,8,2,9,7,20,24,22,8.461538461538462,False
Q8NCL4,3,3,2,2,2,9,2,8,26,1,46,40,49,14.846153846153847,False
O14628,0,0,0,0,0,0,1,0,28,10,10,7,21,4.083333333333333,False
Q8N2A8,49,51,3,3,43,46,51,47,50,46,43,6,52,37.69230769230769,True
Q7Z589,3,3,0,0,3,2,2,2,6,2,3,2,0,2.1538461538461537,False
P32302,2,2,3,10,1,1,1,1,1,3,2,1,5,1.9166666666666667,False
A8MUK1,0,1,3,1,1,30,1,22,22,27,1,1,1,8.538461538461538,False
O00755,4,4,3,3,7,9,6,6,7,11,7,4,7,5.583333333333333,False
Q96KN7,3,3,3,4,3,27,8,5,27,7,23,7,30,11.538461538461538,False
Q9NY99,2,6,5,8,4,5,9,4,5,5,5,4,6,4.916666666666667,False
Q86XM0,1,1,2,2,1,2,5,7,2,11,1,13,14,4.769230769230769,False
Q86UP9,6,6,7,8,6,11,6,8,9,5,6,5,6,6.846153846153846,False
Q6Q759,10,23,12,10,26,5,12,5,11,5,26,6,7,12.153846153846153,False
P06746,15,45,17,21,15,34,15,42,38,17,37,39,40,28.846153846153847,True
Q9H3S4,34,6,20,9,30,30,8,7,9,10,30,28,27,19.076923076923077,False
P42025,5,6,6,1,1,17,7,10,16,9,9,9,9,8.076923076923077,False
Q9Y4C0,5,5,10,5,7,8,4,4,8,5,19,1,1,5.25,False
Q8NGP2,0,0,2,0,1,3,1,2,5,2,3,0,1,1.5384615384615385,False
Q86UV7,1,1,12,1,1,1,1,0,34,1,1,22,9,4.25,False
Q9Y6K5,2,2,2,2,2,2,8,13,8,12,12,13,13,7.0,False
Q5T7P6,1,1,1,1,1,1,1,1,1,12,1,1,1,1.0,False
O75191,6,11,8,7,8,8,35,7,23,6,24,30,24,15.153846153846153,False
O43306,0,4,11,5,6,27,3,4,15,8,37,18,16,9.75,False
Q15612,2,2,2,2,3,2,1,2,8,3,4,4,4,2.5833333333333335,False
Q9Y2T6,1,2,1,2,0,0,1,0,0,0,7,1,2,0.8333333333333334,False
Q8IX07,3,3,5,52,6,3,2,2,4,4,6,2,6,3.8333333333333335,False
P23471,2,25,1,2,4,15,5,5,6,1,10,17,7,6.25,False
P04183,39,36,50,47,20,35,20,36,19,36,35,44,43,35.38461538461539,True
Q5HYC2,11,11,3,3,4,7,9,7,4,1,4,4,23,5.666666666666667,False
Q9BPW9,0,0,8,0,1,19,24,42,29,42,33,42,48,22.153846153846153,False
Q16204,21,15,2,4,14,13,3,14,13,15,13,3,50,10.833333333333334,False
P54296,1,1,4,3,3,0,2,1,3,5,42,1,6,2.5,False
Q86YE8,1,1,0,3,0,1,1,1,31,9,23,21,20,6.75,False
Q10567,1,5,9,15,4,5,5,3,5,15,3,6,7,4.818181818181818,False
A1L4L8,4,4,0,0,4,3,4,3,25,15,20,23,23,9.846153846153847,False
O43451,4,4,4,4,2,56,13,37,16,1,32,13,13,11.916666666666666,False
Q68EA5,0,0,0,0,0,0,1,0,28,15,1,13,18,4.0,False
Q9NUJ7,21,4,3,4,4,20,2,20,20,14,11,14,21,12.153846153846153,False
P59052,0,0,0,0,1,0,1,0,0,0,1,0,1,0.3076923076923077,False
A6NMB9,6,7,5,5,5,6,1,4,31,1,33,17,19,8.916666666666666,False
Q5T6V5,12,12,18,15,14,10,12,10,12,9,14,12,11,11.916666666666666,False
P58876,2,1,25,1,0,14,1,11,10,29,2,12,17,8.0,False
Q9Y5T4,2,8,24,20,31,22,28,7,7,33,31,12,37,20.153846153846153,False
Q9NYL5,18,2,2,2,2,18,2,2,1,15,2,47,43,9.083333333333334,False
Q9Y243,1,2,6,25,7,50,15,9,35,22,15,35,21,16.083333333333332,False
Q92499,15,15,13,16,37,15,15,15,14,15,36,41,39,22.0,False
P0CK96,20,21,8,21,1,21,22,16,21,20,1,21,21,16.46153846153846,False
Q7Z5N4,1,7,2,2,1,7,1,3,4,7,6,3,18,3.6666666666666665,False
Q8TEW0,1,6,0,5,0,4,2,3,6,5,3,2,2,3.0,False
Q96DZ7,0,0,0,3,0,0,1,0,0,2,0,0,0,0.46153846153846156,False
A6NND4,2,1,1,1,2,4,1,0,9,3,5,5,4,2.4166666666666665,False
P49279,2,2,53,52,1,46,16,29,7,37,31,35,29,26.153846153846153,True
Q6P2I7,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,False
B7Z3A2,17,18,19,1,11,17,10,1,18,1,11,1,1,9.692307692307692,False
Q9BZQ4,1,1,1,1,1,18,1,25,11,22,17,32,42,10.916666666666666,False
P43155,2,10,4,14,5,6,8,4,6,4,10,1,3,5.25,False
Q07654,4,0,2,1,7,4,0,0,9,9,7,3,9,4.230769230769231,False
P47224,11,5,5,3,10,11,12,3,11,12,10,10,10,8.692307692307692,False
Q9H081,9,2,1,8,1,8,1,1,8,8,1,16,8,4.666666666666667,False
P35523,3,34,3,22,3,33,13,48,6,38,30,44,41,24.46153846153846,False
Q9UJH8,3,3,3,10,7,3,7,3,9,10,7,8,8,6.230769230769231,False
Q96T76,9,9,13,11,7,7,9,5,8,5,7,6,10,7.75,False
P80370,4,4,2,4,0,2,1,3,25,16,5,26,27,9.153846153846153,False
Q8NHU0,1,1,2,1,0,1,1,0,1,25,20,11,4,3.5833333333333335,False
Q9Y5L3,2,1,1,27,6,22,18,16,17,21,12,18,20,13.923076923076923,False
Q9Y2V0,24,25,8,29,25,24,24,25,17,24,25,26,25,23.153846153846153,False
Q8WUZ0,1,10,1,1,4,9,4,5,7,7,4,5,5,4.846153846153846,False
Q17R55,0,0,0,0,0,0,1,0,0,1,1,10,5,0.6666666666666666,False
A6NJW4,2,2,6,6,53,1,5,7,14,4,53,9,11,6.090909090909091,False
Q6UQ28,1,2,0,1,2,1,1,1,2,1,2,1,1,1.2307692307692308,False
Q9H8W5,19,26,20,20,20,19,18,17,26,1,46,16,23,18.75,False
P52926,4,6,6,6,5,4,1,4,5,5,21,21,6,4.7272727272727275,False
Q5QJ38,0,0,0,23,0,0,1,0,0,21,31,23,26,9.615384615384615,False
Q9NPF7,1,1,1,1,1,1,1,1,1,1,1,0,1,0.9230769230769231,False
ENSP00000400080,1,1,1,1,1,1,47,1,1,1,1,1,1,1.0,False
Q6ZRZ4,0,0,0,0,1,0,1,0,0,0,1,1,1,0.38461538461538464,False
Q9BWK5,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,False
P07101,4,4,6,4,4,1,6,46,46,44,20,22,47,19.53846153846154,False
Q9UHB7,0,0,1,20,0,6,0,3,21,5,5,2,0,2.0,False
P40199,0,0,8,11,0,0,1,3,9,4,2,7,19,3.75,False
Q9NZI8,3,3,3,2,2,4,2,4,4,1,14,2,2,2.6666666666666665,False
Q3SY00,2,2,1,2,2,1,1,1,1,1,25,1,1,1.3333333333333333,False
Q9NP97,2,27,20,2,10,22,27,14,9,23,10,17,20,15.615384615384615,False
Q7Z6Z6,1,0,0,0,1,27,3,9,24,22,16,20,19,10.923076923076923,False
Q5T6L9,22,22,3,7,5,20,10,4,6,10,5,8,5,9.76923076923077,False
Q9NVR7,21,22,7,22,19,17,17,17,20,16,19,20,6,17.153846153846153,False
O95633,2,2,4,3,7,2,2,7,7,10,22,24,25,9.0,False
Q9H6J7,1,1,1,1,2,0,1,1,1,1,2,1,1,1.0769230769230769,False
Q8TEE9,4,4,4,4,1,2,1,2,4,2,1,2,2,2.5384615384615383,False
Q9P2Y4,3,0,5,4,0,1,3,2,26,3,15,18,7,5.083333333333333,False
A6BM72,4,4,2,24,0,23,5,8,7,23,21,15,9,11.153846153846153,False
Q96EI5,0,3,1,0,3,2,1,2,3,3,10,13,17,3.4166666666666665,False
O15350,9,7,1,0,2,6,4,5,5,6,3,2,4,4.153846153846154,False
A6NGH7,1,1,1,5,1,1,1,1,6,10,3,4,1,2.1666666666666665,False
Q8TDV5,1,1,1,2,2,1,3,1,2,7,22,5,6,2.6666666666666665,False
O00470,5,5,2,1,1,5,3,16,25,20,22,18,19,10.923076923076923,False
Q92908,19,16,2,2,3,14,15,7,19,8,9,19,8,10.846153846153847,False
Q92887,23,0,25,18,0,48,19,5,9,21,19,6,34,14.916666666666666,False
Q9BQS2,9,3,3,8,1,11,7,6,24,1,15,20,22,10.0,False
Q9UPR5,6,6,6,5,51,24,5,48,27,24,51,20,6,21.46153846153846,False
P57738,3,3,2,3,0,3,0,3,3,3,0,3,3,2.230769230769231,False
Q8N0W3,47,48,10,21,45,39,44,43,21,39,45,16,19,33.61538461538461,True
P29120,6,6,8,23,6,19,5,14,23,22,31,40,42,18.846153846153847,False
Q9Y230,12,10,9,10,5,10,8,10,8,8,27,9,17,9.666666666666666,False
Q16778,4,1,25,1,1,21,1,10,11,29,1,15,20,10.76923076923077,False
Q53FV1,3,4,27,2,9,20,9,10,10,28,9,9,8,11.384615384615385,False
Q96LA6,1,1,1,4,3,1,1,1,0,2,3,9,10,2.25,False
Q9UHD0,0,0,0,0,1,0,0,2,0,3,1,1,1,0.6923076923076923,False
Q9NYU2,3,13,21,18,8,12,6,5,8,23,8,7,6,10.615384615384615,False
Q68DX3,8,34,7,7,3,4,8,8,15,15,49,6,15,10.833333333333334,False
Q5HYW3,3,3,3,3,3,3,1,3,3,4,28,8,9,3.8333333333333335,False
Q5VV43,2,34,1,2,21,54,20,5,5,6,49,16,16,14.75,False
P20309,0,5,1,0,1,7,1,2,1,5,20,1,2,2.1666666666666665,False
Q9H222,48,0,2,15,7,48,25,17,3,20,29,23,19,19.692307692307693,False
Q99816,13,13,16,14,7,6,6,6,11,6,7,10,11,9.692307692307692,False
Q9Y6A1,7,44,10,6,3,40,2,12,33,20,3,41,48,20.692307692307693,False
P39086,3,3,3,2,3,5,2,4,20,7,36,20,21,7.75,False
P0CG48,20,20,35,27,14,10,15,4,16,51,13,19,26,18.25,False
Q5TBE3,0,0,0,0,1,1,1,3,0,1,1,1,1,0.7692307692307693,False
Q53F19,19,22,3,4,15,22,7,8,18,7,15,7,17,12.615384615384615,False
P23297,4,1,4,5,4,4,4,4,3,5,27,6,25,4.0,False
Q9P2M7,3,2,3,51,0,2,2,2,28,1,21,26,51,14.76923076923077,False
O15027,9,18,23,20,12,23,4,13,24,9,12,4,8,13.76923076923077,False
Q5JSZ5,3,9,4,9,3,2,8,7,10,6,9,3,8,6.230769230769231,False
Q96F85,9,5,4,12,9,5,6,7,8,6,9,5,7,6.666666666666667,False
O00321,1,1,1,1,0,0,1,0,1,10,2,11,12,3.1538461538461537,False
Q14088,1,1,1,1,1,1,1,7,8,21,36,23,5,5.916666666666667,False
Q6ZRI0,2,2,5,5,5,7,3,7,1,1,52,6,10,4.5,False
P24539,3,2,2,11,6,7,1,2,1,1,6,1,1,2.75,False
P20936,15,4,4,4,3,3,11,7,4,12,3,10,11,7.0,False
P55895,2,2,2,2,1,1,1,1,2,1,1,2,2,1.5384615384615385,False
B0YJ81,3,3,24,3,2,18,2,7,5,19,4,5,7,6.5,False
Q9Y6N7,1,1,1,1,1,0,8,4,5,6,5,7,4,3.3846153846153846,False
Q96DU3,0,0,0,0,0,0,1,0,2,2,8,3,5,1.0833333333333333,False
Q8IZ57,1,2,1,2,1,1,1,1,6,1,1,5,6,2.230769230769231,False
Q5TA76,1,1,2,0,0,1,1,1,1,4,11,4,1,1.4166666666666667,False
Q5VWM1,1,1,1,1,1,1,1,0,11,1,1,15,14,2.8333333333333335,False
Q4AC94,9,9,3,3,6,18,4,5,9,5,6,8,9,6.333333333333333,False
Q9NUQ6,0,0,0,0,0,0,8,10,11,6,3,7,27,3.75,False
P47736,5,8,5,5,9,16,18,26,19,10,19,5,8,10.583333333333334,False
Q6ZRH7,14,6,1,2,11,11,0,5,10,5,11,5,11,7.076923076923077,False
Q99618,4,1,1,1,1,2,1,0,10,0,1,6,11,2.3333333333333335,False
Q92519,1,4,6,2,4,3,3,3,3,8,4,19,18,3.727272727272727,False
Q9ULP0,1,1,24,1,1,0,16,16,16,21,17,17,17,11.384615384615385,False
Q9NRF2,4,9,11,10,4,8,7,9,8,7,7,6,8,7.538461538461538,False
B2RXH4,3,3,3,3,3,3,1,3,3,12,20,3,1,3.4166666666666665,False
Q6UXZ4,1,1,1,2,1,0,0,2,3,7,5,2,3,1.75,False
Q8TCP9,1,1,10,1,10,1,17,1,14,8,10,11,18,7.923076923076923,False
A9UHW6,1,1,2,1,3,2,6,1,6,6,3,2,2,2.769230769230769,False
Q5SRD1,1,1,4,5,1,6,5,9,9,6,1,9,8,5.0,False
P20813,2,2,7,31,0,11,10,3,16,7,41,16,15,10.0,False
Q9NXB0,18,6,0,5,3,3,26,22,21,19,18,18,19,13.692307692307692,False
Q3LHN0,1,1,1,1,1,1,1,1,1,1,1,3,2,1.2307692307692308,False
Q8IVE0,6,6,0,0,7,0,6,0,6,6,5,31,59,6.083333333333333,False
O95278,23,9,8,8,22,23,22,22,7,7,48,5,22,14.833333333333334,False
Q7RTS6,3,4,10,11,4,4,2,7,4,4,5,5,4,4.666666666666667,False
Q14146,7,7,1,1,18,6,7,7,2,6,18,5,1,4.545454545454546,False
P60321,4,4,6,6,4,10,8,6,10,11,5,8,11,7.153846153846154,False
P13929,4,4,49,52,6,47,4,7,9,30,6,8,6,17.846153846153847,False
Q86TP1,36,18,17,18,35,10,13,15,12,10,35,34,35,22.153846153846153,False
Q9UBB9,6,10,16,14,9,6,11,8,8,8,9,8,8,8.75,False
Q96CN9,20,4,5,23,4,3,3,3,17,19,4,3,23,10.076923076923077,False
Q5MJ70,2,4,1,1,7,7,7,6,18,11,7,2,8,5.25,False
ENSP00000393457,1,1,1,1,1,1,22,52,42,53,25,56,58,24.153846153846153,False
O95256,0,0,0,2,2,2,1,2,3,1,2,6,6,2.076923076923077,False
P10265,1,1,1,1,1,1,1,1,5,15,1,1,15,1.3636363636363635,False
Q08043,4,4,3,3,3,20,7,8,12,1,16,14,12,8.23076923076923,False
Q16769,1,16,16,5,0,44,25,4,4,28,36,6,6,12.25,False
P20823,1,1,1,1,1,1,2,1,1,5,1,1,4,1.6153846153846154,False
P63124,1,1,1,1,1,1,1,1,5,16,1,6,15,1.8181818181818181,False
P80297,1,1,1,1,2,6,1,1,3,7,3,2,3,2.0833333333333335,False
Q9NPH3,0,0,1,0,4,0,2,0,2,0,4,5,4,1.6923076923076923,False
Q9NXW2,2,13,12,25,6,9,20,4,3,34,29,29,29,16.53846153846154,False
Q13021,0,0,0,0,0,0,0,0,0,6,1,3,7,0.8333333333333334,False
Q9NZM3,4,5,5,5,4,3,21,16,17,22,8,9,15,10.307692307692308,False
P09466,4,3,2,3,2,3,1,2,2,2,24,6,12,3.5,False
O95218,18,18,6,21,19,17,18,17,18,45,19,17,19,17.25,False
Q53GS7,12,15,0,16,5,9,10,12,9,10,5,12,14,9.923076923076923,False
P41587,1,2,2,1,1,1,1,1,2,1,4,6,7,1.9166666666666667,False
Q8IVQ6,19,0,0,25,0,0,0,22,21,21,4,21,23,12.0,False
Q96CB8,3,4,7,6,2,2,3,3,4,3,2,3,1,3.3076923076923075,False
Q02747,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07692307692307693,False
O43861,0,14,14,15,13,23,11,9,9,1,12,8,10,9.666666666666666,False
Q9Y5K2,1,1,2,2,1,0,1,1,57,58,6,8,22,4.090909090909091,False
Q00341,2,1,2,1,2,2,5,4,1,5,2,4,2,2.5384615384615383,False
Q9Y255,12,10,13,12,6,9,9,9,6,6,6,7,6,8.538461538461538,False
Q495A1,0,0,0,0,2,0,1,0,0,0,6,2,4,0.75,False
Q9BSI4,3,0,0,0,3,3,3,3,0,0,3,3,0,1.6153846153846154,False
Q5BVD1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07692307692307693,False
Q9Y575,2,2,1,2,41,2,1,2,48,23,41,22,51,18.307692307692307,False
P43403,0,4,0,0,22,3,8,4,20,4,21,14,19,9.153846153846153,False
Q9UN37,2,7,25,28,2,19,1,3,7,1,25,6,7,10.23076923076923,False
P02794,3,2,8,53,0,46,6,43,4,49,37,44,46,26.23076923076923,True
P08582,1,3,6,6,3,4,5,2,3,8,3,2,3,3.4166666666666665,False
O95998,0,0,0,0,1,1,1,1,0,1,1,0,0,0.46153846153846156,False
ENSP00000363412,9,9,1,1,1,3,12,9,9,17,1,44,47,6.545454545454546,False
Q70HW3,10,11,13,11,6,5,4,5,7,7,6,7,8,7.6923076923076925,False
P56645,2,8,4,2,2,8,9,5,7,3,6,5,3,4.923076923076923,False
Q92622,6,25,3,2,7,16,10,17,8,21,20,16,7,12.153846153846153,False
Q1ZZU3,2,2,3,4,1,17,1,1,4,2,1,1,21,3.25,False
Q76FK4,21,21,1,1,17,13,20,19,20,10,17,14,18,14.76923076923077,False
Q86YS6,4,6,8,1,6,9,6,6,6,26,32,23,6,8.916666666666666,False
P48052,2,4,10,4,2,45,47,35,14,56,33,42,39,25.615384615384617,True
