,numDomains
Q9NRC6,5
Q9P286,4
Q9P287,1
Q9UBS3,1
Q8N568,4
Q9P283,2
Q3ZCV2,1
Q59EK9,1
Q8N567,3
Q9P289,4
Q5W186,2
Q5W188,1
Q9UIW2,5
Q96LD4,11
Q9BRX5,1
P0CF74,6
P0CF75,1
Q9UL18,3
Q86XN8,7
Q70JA7,7
Q9H5U6,2
Q9HAY2,1
Q9Y4C2,1
Q9Y5Z9,1
O94842,2
Q9H4K7,6
Q9H4K1,1
O94844,3
F8VP50,1
Q629K1,1
P32189,2
Q8IW70,1
Q02556,2
Q9UL19,2
Q86XN7,1
Q6F5E8,4
Q02880,5
P53794,1
Q86XN6,13
B7ZBB8,1
Q9HAY6,1
Q12972,1
Q9H013,9
Q5SWX8,1
A6NI03,6
P10092,1
Q96RI0,2
Q6ZUS5,1
Q86TX2,4
Q9H1X3,1
Q6ZUS6,3
Q6N063,1
Q6P7N7,1
P21802,8
Q6RFH5,1
Q02083,2
A0A075B734,1
Q02080,1
Q9BXN2,4
Q6RFH8,3
Q02779,5
P07947,6
O43567,8
O43566,3
P07942,2
Q53H54,4
Q5JS37,3
A0A075B7E8,1
Q9P246,2
Q9H112,1
Q9NWL6,2
Q96PN8,4
Q96RI9,3
P07948,6
P07949,3
P53420,2
Q96KN3,2
Q8WYR4,1
P58304,3
Q9P244,11
Q96MB7,2
Q96KN2,2
Q96KN1,2
Q9H6V9,3
Q9UNW8,1
Q9UNW9,5
E0CX11,1
Q2TAL5,3
Q14689,3
Q14686,1
Q14687,2
H3BN98,2
Q5FWF4,7
Q14683,5
Q14680,6
Q14681,2
Q8NG48,2
P16383,1
Q9BQ08,1
Q7L3B6,1
Q8NG41,1
Q8NB90,30
P16389,4
Q8NGP4,2
P11766,3
Q8N3X1,1
Q8N3X6,1
Q9UHC1,4
O14807,7
O14804,2
O14802,5
B1ATL7,1
P50213,1
Q2M3T9,1
Q96B21,1
Q6NW29,1
Q92903,1
Q8WY36,3
P50219,2
Q9UPU9,3
P36406,13
P36405,11
P36404,8
P36402,3
Q5TA31,7
Q4UJ75,6
Q9H4E5,3
Q9BVC4,3
H0Y7S4,2
O60931,1
O60930,2
Q9NXF8,1
O60934,4
B1AJZ9,1
O60939,8
O60938,8
Q9NXF7,1
Q9NXF1,4
B1AJZ1,1
Q68DY9,8
Q2M1Z3,1
Q99880,3
Q9UBQ6,2
Q68DY1,14
Q9N2J8,1
Q9UBQ5,2
Q9H714,2
Q9UBQ0,2
Q06055,1
H7C1W4,1
P49619,9
Q7Z3H4,2
Q8IWB7,4
Q7Z3H0,5
Q15797,3
Q15796,3
Q7Z628,3
Q96CT7,2
Q7Z624,3
Q9GZK6,3
Q6ZSG2,1
A2A3K4,4
P61925,1
P12236,1
P12235,1
Q9UKK6,1
Q9Y5Y4,1
Q9UQ13,6
Q07075,3
Q86XJ1,2
Q9NSA2,6
P61927,2
P51828,2
P17032,7
P17031,8
P17030,10
P61201,2
P17036,10
P17035,12
A8MVG2,5
A6NNS2,3
P17039,14
P17038,10
O95007,2
O95006,2
P13727,1
P13726,4
P13725,1
Q15262,9
Q8WTQ7,4
Q8WTQ4,1
Q6UX46,1
Q8WTQ1,1
Q6UX65,1
Q99500,2
Q8IUF1,5
M0R233,1
Q6UX40,1
Q8NDX5,3
Q8IUF8,3
Q8NDX1,3
P05162,1
P05160,2
P05161,4
P05166,2
P05164,1
P05165,13
Q9Y2C3,1
Q07617,14
H7BZE7,1
Q9P2E3,8
P55263,2
Q9P2E5,2
P55265,5
Q9P2E7,2
Q14CZ0,1
P55268,3
Q9P2E8,1
Q15306,2
A0A096LP39,13
Q96CG8,1
Q15269,6
O00311,3
Q15303,6
O95149,3
Q6ZT07,3
Q9NSA1,1
Q8WXR4,6
O95140,3
Q9H8G1,12
Q9Y6F9,1
Q7L7V1,2
O95147,3
Q9NP64,2
M0R2N6,1
Q9BRV8,2
M0R2N4,1
P38117,1
Q14CZ7,3
Q9NP62,1
Q9BTC8,4
Q8TCB0,3
Q7Z4M0,1
Q9H6Y5,2
Q9H6Y7,9
Q6AZZ1,11
Q6PJT7,1
Q7LBR1,3
Q9NPI8,1
Q9GZK3,2
Q58DX5,2
C9JRZ8,1
Q96NC0,4
Q96EU6,1
Q9UKF6,6
Q9UKF7,1
P18545,1
Q9UKF2,9
P15863,3
Q96QA6,2
Q8IXK2,5
P0C263,3
Q5TGI4,2
P60002,1
P60006,2
O15389,6
Q9BXY4,1
A0JD25,3
Q9H0M0,3
O15382,1
Q6ZU45,2
O15381,35
P78329,1
P78324,9
P29558,3
Q9Y265,18
Q8TAC2,1
Q9Y263,3
Q13634,3
Q9Y261,3
Q16832,3
Q9UKY3,4
Q9H8G2,2
Q9Y4D2,1
Q5KU26,4
Q5PSV4,1
Q6ZN32,1
Q01518,3
Q8NGL2,2
Q6IMI4,1
Q8TDN6,1
Q13496,6
Q8TCE6,3
P09661,4
Q5VWJ9,3
P54709,1
Q9UKY7,1
Q9H2X3,14
P09669,1
P09668,3
Q96QR8,2
Q6ZMJ2,3
Q502W7,1
Q86VM9,1
P00414,1
Q6ZMJ4,1
P21589,2
Q7Z5Q1,2
P21583,2
P21580,2
Q7Z5Q5,1
O43820,1
Q9BXL6,3
O43822,5
O43823,2
P08648,4
O43825,1
P02675,2
O43827,2
O43829,8
P02679,4
Q13491,1
Q9C040,12
A7XYQ1,2
Q5THJ4,3
Q969J3,1
Q9UKN1,1
Q15878,3
Q5QNW6,3
Q7L5A8,3
Q8TCE9,1
O43772,1
Q9BS86,2
Q5TC84,2
O43776,2
Q92785,3
Q92784,3
P10153,1
Q92786,2
P10155,4
Q92783,5
P46087,6
P46736,2
P46089,2
P46734,4
Q6P093,4
Q96K58,9
Q6UWL6,6
Q8NEC7,10
Q9Y3C4,1
Q8NEC5,2
P35579,7
Q9Y2B0,2
A0A0B4J2E0,3
Q8TE49,3
A1L157,1
Q6ZVL6,1
Q9Y3C8,1
P35575,1
Q5SQ64,1
M0QXA5,1
Q99805,1
Q99808,1
Q8TET4,2
P42345,9
Q8WUB8,2
P0CJ69,1
P0CJ68,1
Q9HCN2,1
Q5TC82,10
E7EUB6,2
Q86TD4,2
Q96JG9,4
Q96JG8,1
A0A0B4J1U0,5
Q7Z6W7,1
Q5VZ52,1
O75306,1
Q8WUR7,1
Q5VW00,1
Q8WV83,1
Q9H079,1
O75309,2
Q8NG78,2
Q8NGY3,2
Q8NGY2,2
Q13098,3
Q13099,19
Q8NGY7,2
P14091,3
Q8NET1,2
Q6P047,1
Q13093,8
Q8NGY9,3
Q9H2C8,2
Q13094,2
Q6XPR3,4
Q6PII5,2
Q8N972,9
Q5JPI3,1
Q9Y5X0,1
Q5JPI9,12
P20231,3
P82279,7
Q9NRW4,4
A8MVX0,2
Q9NRW7,1
Q13324,2
Q13325,14
Q13326,1
Q8IXW0,1
P23526,5
P23527,3
Q13322,4
A6NCS6,1
Q96DN0,1
P23528,1
P52895,1
Q9Y2B4,1
Q96DN5,2
Q9Y5U9,1
Q00839,4
Q03938,13
Q8NFR9,2
Q9Y2D2,5
P98088,6
Q9Y5U2,1
P98082,1
Q8IUY3,1
O43482,1
P19388,2
Q9BYE4,1
O43488,1
P19387,2
Q8N608,8
Q6ZNB5,1
Q9ULT8,9
Q9ULT6,6
O95780,9
Q15493,1
Q86Y46,5
Q9BXU9,8
O15547,1
O15540,2
O15541,9
Q9H9R9,1
P31274,2
Q96R47,2
Q8IZE3,2
P36873,1
P36871,4
Q92752,8
Q9NU23,4
P55201,7
Q92753,2
P31271,3
Q8NC51,1
Q9HCJ6,3
Q9HCJ1,1
Q8NC56,3
Q9HCJ3,3
Q9HCJ2,13
Q401N2,2
Q96BD8,2
Q9NVC6,1
Q9HCN8,1
O14548,1
Q9NUG6,1
Q86U10,6
Q96EH8,8
Q6ZV89,1
Q8WXF8,1
Q96EH3,1
Q8WXF7,2
P40259,4
Q8WXF5,2
Q8WXF3,2
Q8WXF0,4
Q8WXF1,4
Q86SM8,2
A0A087X0K7,2
P52948,3
Q86SM5,1
P22692,2
Q8IYA2,2
Q92759,3
Q86WG3,3
P22695,3
P22694,3
Q9BRT3,1
Q9NR97,7
Q5T4F7,2
P19961,2
Q3KNV8,8
A6NKD2,1
A6NLP5,9
A8MU46,2
P62258,1
Q8TBZ2,1
P12004,4
Q8N7A1,6
A6NKD9,1
P62253,1
Q99946,1
Q96AG3,1
Q9Y6D6,3
Q8WWL7,2
Q9BRT8,5
Q9BRT9,1
Q9HB71,5
Q9H0R3,1
Q8TBZ5,10
Q9BW19,5
Q99942,10
Q9UDV7,8
Q6P2C8,1
Q99943,1
B1ANS9,3
Q9NZR2,7
Q9UDV6,9
P07148,2
Q07444,3
Q9BSF8,1
O14639,2
O14638,5
Q16853,3
P55017,2
Q9NSB4,2
Q6NXG1,3
P55011,3
P55010,2
Q8N8E2,4
Q8N8E3,1
Q9Y6K5,2
P50539,1
Q96NI8,8
Q5VUY0,6
P56270,7
Q9NPI6,1
P51956,5
P51957,4
P51955,4
P09471,4
P56278,1
P51959,1
Q9Y5Z4,1
Q8TC29,1
Q9NP86,10
Q969G3,3
Q9BYF1,2
Q9NVE5,3
Q9BYI3,1
Q8NBT0,5
Q8NBT3,2
Q8NBT2,3
P07498,1
O75995,6
A6NJZ7,4
Q6ZMV9,1
A8K0S8,2
K7EMT4,1
P07492,1
P37837,1
Q8TBZ6,1
A5PKW4,3
Q5SXH7,2
Q9UP83,3
Q9UNZ2,4
Q32P28,8
Q9NP81,2
P49863,3
P49862,3
Q96GV9,1
Q8IYX7,1
Q9Y697,3
Q9Y694,3
Q8IYX4,4
Q9H8U3,2
B7Z8K6,1
Q8IYX1,2
Q8IYX0,13
P35749,7
Q86UX7,3
A0AV02,2
Q86UX2,7
P35968,9
Q8TBZ9,1
Q8IYX8,2
Q9C0C4,4
Q5T0B9,7
Q9NQA5,6
Q9C0C2,1
Q00587,2
Q9Y496,2
M0QZD8,4
P29965,1
P29966,1
Q86UY8,2
P28566,4
O00764,2
Q9NZM4,1
O00762,3
P39656,1
Q8TBZ8,12
Q8N187,1
A0A087WWV8,7
Q92636,4
Q7Z3S7,5
Q92574,1
Q08ET2,7
Q8IUQ0,3
Q92575,1
Q7L2R6,11
Q01726,2
Q9NPI9,2
Q7Z3S9,7
Q9BZL4,5
Q9BZL6,7
P08254,4
P08253,5
O75828,4
Q08209,1
Q96JJ3,2
P0C7P0,1
P0C7P1,4
O75531,2
P0C7P3,1
P0C7P4,3
O75820,9
O75822,2
P42681,5
Q9UHV8,1
Q8TAU3,8
Q9HAU6,1
Q53GI3,6
Q8TAU0,1
Q00056,1
Q8NDC4,1
Q9Y6L7,9
Q9Y6L6,4
A5D6W6,1
Q8NDI1,4
Q9HAU4,3
Q9C0B2,2
P28698,11
Q96PQ1,6
P42685,8
Q9C0B1,2
Q9C0B0,4
Q58F21,1
O95807,1
Q86W47,1
O95801,5
O95800,1
O95803,3
Q9C0B6,1
Q6ZN54,2
Q9NRA1,2
Q13158,2
P54829,2
P42081,4
Q6ZN55,8
Q13153,6
Q8NFH4,1
Q13151,4
P54826,1
P54821,3
Q13156,2
Q13155,3
Q6UWQ7,1
Q6ZN57,14
P52799,2
P52798,1
A0A0B4J2B6,3
P52797,1
Q9H4W6,1
P52790,2
Q8TF17,9
Q9UII5,11
Q9UII4,3
Q9UII6,2
P62891,1
Q3ZCT8,9
P18564,4
Q9UIQ6,3
P62899,1
Q96Q15,2
Q3ZCT1,9
Q96NA2,2
Q9ULB5,3
Q92847,5
Q2Q1W2,8
Q92845,3
Q8WUS8,7
Q92843,2
Q92841,2
Q9H074,2
Q58FG1,3
Q58FG0,1
Q02577,1
Q02575,2
A6NC78,1
P98168,4
P98169,3
Q96J92,3
P98164,5
E9PAV3,2
Q14249,1
P98160,15
P98161,11
P27169,3
P22102,13
Q92570,2
P22105,8
Q9Y597,2
Q9Y3A3,1
Q2NKJ3,2
Q04759,5
Q2TAP0,1
P12829,4
Q15415,4
Q8WV37,19
Q5HYL7,1
Q9HBG4,1
Q9ULL5,1
P12821,1
P04049,5
Q9H444,1
O75795,4
O75794,2
Q8WZ19,2
O75792,1
O75791,6
P00751,6
Q14517,8
Q14515,4
Q14512,1
Q93098,1
Q14511,5
Q96K31,6
Q02750,3
Q9NWN3,2
Q9ULL1,2
P61457,1
P24855,1
Q53T59,1
P61106,7
Q9UHM6,3
Q96HD9,1
Q2VPA4,1
O43548,3
Q6PID6,9
Q8N1L4,1
O43543,2
O43542,6
O43541,2
Q6ZRF8,5
Q6X4U4,3
P13073,1
Q9UNQ0,8
P60660,6
P46940,4
Q6UXG8,5
Q15418,7
Q6PGP7,16
Q9BZW8,6
Q8NH60,3
O94864,1
P54793,5
P54792,5
Q6ZMW3,7
Q6ZMW2,9
Q9NXJ5,1
O94868,4
Q8NE79,2
Q9H4I9,1
Q9BXU2,1
Q96HD1,5
P06127,1
O94788,3
Q9NPI0,1
P04437,3
P04436,2
P04435,3
P04434,5
P04433,5
P04432,5
P04431,5
P04430,5
Q8IZM9,1
Q14469,2
Q6NSH3,1
P04438,5
Q9WJR5,8
Q6UXG2,2
P50238,5
Q5VZE5,2
Q07912,10
Q0P5N6,4
Q9Y3R4,3
Q96B02,3
O60315,8
Q7Z7B7,1
Q9H4I8,4
O60313,5
O60312,5
Q6ZNI0,1
Q86UE6,7
Q8WZ79,1
Q96J94,3
O60318,2
Q8NEX9,4
Q6GPH6,1
Q9BZM3,1
Q6GPH4,1
O94782,3
A6NE21,1
Q9BYR5,2
O60911,3
Q9NWQ9,1
P30101,8
Q9BYR4,2
Q9UBS8,5
Q99819,1
Q9H6A0,3
P49674,3
P49675,2
Q9UBS0,4
Q9BYR6,1
Q9UBS4,2
Q9UBS5,4
Q9BZM6,3
P13521,1
A1A4V9,1
Q9NXI6,3
Q9BZM5,2
P60153,1
Q9H246,2
P34820,2
Q06278,6
P63316,9
M0R036,1
Q8NG27,6
P63313,2
Q9Y536,1
Q96M43,1
P47710,1
Q52LG2,2
Q6ZSA7,6
Q96HQ0,10
Q5FVE4,2
Q6GV28,2
Q92974,5
H3BV60,1
Q9H9A7,1
A0PJZ0,5
Q14CZ8,5
P25063,1
O00159,4
Q6UX41,6
P25067,2
Q9BRK4,2
O00155,1
O00154,2
P61225,6
P61224,6
O00151,3
Q9H6F2,1
P61221,28
Q49AS3,1
Q9H0M5,8
Q9H0M4,2
Q06187,10
Q13639,1
Q13636,6
Q13637,10
O95025,5
Q13635,2
Q5VYJ5,2
P59773,1
Q13630,4
Q9H6F5,1
Q9BPV8,2
Q9BWV3,1
P0C6S8,12
Q9NUC0,1
Q96LT7,1
H3BQJ8,1
Q8IUD6,9
Q16610,2
Q8IUD2,5
O00487,3
Q8NGR9,4
O00483,1
O00482,2
O00481,8
Q3LI83,1
Q9H9A5,13
Q3LI81,1
Q10981,2
P05141,1
O00488,2
Q9P2G9,8
P55209,1
O95125,8
P31275,2
O00370,4
P31277,2
P31276,3
A0A096LP18,2
P31270,2
P31273,2
Q9P2G4,2
Q86WG5,10
Q9Y4C8,6
Q9BRT6,2
Q7Z4S6,2
Q9H0D6,1
O15018,2
Q5DT21,2
O15016,3
O15015,8
Q7Z4S9,2
O15013,1
Q6ZT21,2
Q8NHB1,3
Q7Z417,1
Q86YB7,1
Q08J23,1
Q9NZR4,1
Q9H4G8,1
Q9NP87,5
Q9NP84,1
Q9NP85,1
Q567U6,1
Q9NP80,1
Q8N165,3
Q9P055,1
Q6ZVE7,1
Q3ZAQ7,1
A8MWA6,1
Q96SR6,11
A8MWA4,5
Q96KV7,3
Q7Z412,1
P15848,2
Q8WY41,1
Q03936,14
Q03933,2
A8MZ26,6
Q9UKD1,1
Q9UKD2,1
Q2TAL8,2
P31415,2
Q96ES7,5
Q08050,1
Q9H3V2,1
Q9HBG7,5
Q9BU20,4
Q9BU23,1
A0M8Q6,6
Q86T90,1
Q9Y5V0,4
Q9BS18,1
Q86T96,5
Q96AG4,5
Q6IA86,1
Q6ZMH5,1
Q12857,3
Q12851,4
Q12852,2
Q5JNZ5,1
Q8N2U9,2
Q01064,2
P28221,3
P28222,3
P28223,3
Q8N2U0,1
P60321,1
P60323,1
Q15758,1
P60329,1
P04234,1
Q9H7S9,2
Q7Z5S9,2
P04233,3
Q9UL33,2
P00439,2
Q5GAN3,1
P35080,1
A0A0A0MT74,5
Q5GAN6,1
Q5JNZ3,8
Q5GAN4,1
P68133,1
Q5JTZ9,2
Q92832,11
C9JI98,1
Q8TDR4,1
O43847,2
Q8TDR0,1
Q66K14,3
Q8WVM7,1
Q8WVM0,1
Q9UER7,1
Q8TBQ9,1
P01344,2
P35226,6
P35227,6
O75496,1
P35225,1
P35222,10
Q14184,1
P35221,1
Q14188,2
Q6ZXV5,18
P35558,1
P10176,1
P35228,4
Q9UBX0,2
Q9Y530,1
Q8TER0,6
O60678,15
Q8NEE6,8
A1L170,1
Q8NEE8,12
O60674,5
O60675,7
P23193,4
O60673,3
F6TDL0,2
O60671,1
Q9H790,2
Q69YZ2,1
Q9BQD3,1
Q3KQU3,1
Q9UL36,10
P08949,1
Q86X60,1
Q7L5N7,7
Q96PU4,10
Q7L5N1,2
Q9BQD1,1
Q96JE9,1
Q15118,3
Q96JE7,2
Q9P2Y4,5
Q99471,1
O75674,2
Q96L33,4
O75676,9
O75677,6
O75678,5
O75679,5
Q9Y2K7,7
P15086,2
P0C5W0,1
Q496M5,2
Q8IVM0,2
P52630,5
P62280,1
P23443,4
Q8IVM8,2
Q8NGW1,2
Q9NR11,8
Q9BQQ3,2
P61812,2
O43711,2
O43716,1
Q9UNS2,4
Q9P1Q0,2
O43715,2
O43719,3
Q15858,4
A0A0A6YYA1,2
Q14721,4
Q96D53,1
Q14722,1
Q8N5M4,13
Q8NCF5,2
Q6GMV1,2
Q14728,1
Q6GMV3,1
Q6GMV2,2
Q9Y5W3,3
P23508,2
Q8IXY8,1
Q9Y5W5,4
Q9Y5W9,1
Q9Y5W8,5
Q6UXZ4,8
O75494,4
H3BQW9,1
P56915,1
A0A096LNI8,1
P35555,6
Q99757,6
P48380,2
Q99755,1
P48382,3
P35556,6
P49682,2
Q8N4G2,8
P25788,2
P35557,2
Q6IN97,2
Q8N628,3
Q14185,5
Q7Z7M0,9
Q7Z7M1,5
H7C241,1
Q7Z7M8,1
Q7Z7M9,4
Q9ULR3,3
O75493,1
Q9ULR5,1
H7BZZ5,6
Q9NYJ8,2
Q8IWA0,1
Q9HCH3,3
Q8IWA4,4
Q8IWA5,1
Q8IYB4,15
P51888,7
P48039,3
Q8IZC4,3
Q5TAA0,9
Q8IZC6,3
A6NFY4,1
Q9UII2,4
A6NFY7,2
A0A0B4J279,5
Q5JQC9,2
A0A0B4J275,5
A0A0B4J274,4
A0A0B4J277,4
A0A0B4J276,4
A0A0B4J271,5
Q9NR19,2
A0A0B4J273,5
A0A0B4J272,5
P51668,3
Q16581,4
Q16587,9
Q16586,1
Q16585,1
Q16584,5
Q16589,1
Q8WXD9,10
P33316,1
Q86SS6,2
Q9Y2G1,4
Q8WXD0,7
Q969V5,5
Q8WXD2,3
Q8WXD5,1
Q969V4,1
Q9UKF5,8
Q5T4D3,18
Q969V6,2
Q9BUM1,1
Q9UIJ5,1
Q96RP7,1
Q96L34,8
P16220,4
P22676,8
P22670,2
Q53H47,12
O60676,1
A6NKF9,2
Q16769,1
Q9Y3A6,1
P04844,1
Q96KA5,1
P45844,8
A6NKF1,1
A6NKF2,1
P15036,2
Q6SZW1,3
Q9Y3A4,2
Q7Z569,11
Q0VF96,1
Q5JXA9,5
Q9Y3A2,1
P47890,3
Q9Y2B2,1
Q9Y2B1,1
P47893,3
Q9NWU2,2
P47895,2
Q9Y2B5,1
P47897,4
P47898,2
Q9Y2B9,1
Q9HB96,1
Q9HB90,5
Q5JVF3,1
Q8N8C0,5
O14618,2
O14617,5
O14613,2
Q6P9A3,6
O14610,1
D6RGX4,1
A8CG34,1
P50552,3
P55075,1
Q9P0V8,1
Q9P0V9,6
Q96K49,1
Q92851,2
Q9P0V3,4
Q9P243,6
Q8NBV4,2
P56524,3
Q9H2D1,1
P51970,1
Q8NBV8,1
O14530,1
O14531,4
Q50LG9,10
Q6V1X1,5
Q9BYD9,1
Q5TH69,2
Q9NVK5,2
Q9BYD6,2
Q9BYD5,1
Q9BYD3,1
Q96AY3,5
Q9BYD1,1
P17174,1
Q96IU2,1
Q2M3M2,1
Q3LHN0,1
P52952,1
P52951,1
Q16836,12
P52954,3
Q96GP6,1
P31644,2
P31645,2
P49802,4
P31641,1
Q9BXX2,6
Q9BXX3,6
Q86XF7,5
Q9Y4X4,3
Q9H8S5,2
Q86XF0,1
Q9Y4X1,2
Q9Y4X0,1
Q9H8S9,1
Q9Y573,9
P98179,3
Q86UZ6,5
P45378,1
P14854,1
P14859,2
Q9NQG1,1
Q9NQG6,1
Q5SW79,2
Q9NQG5,3
P05089,1
Q6UXD5,2
Q93083,1
O00743,1
O00744,1
A6NGB9,1
O00746,1
Q93086,1
O00748,5
Q93088,1
Q8IZC7,7
A6NGB7,1
A6NGB0,1
Q7Z3Q1,1
Q96BY6,6
P09417,2
P98172,2
Q8IVB5,1
Q8TAK5,5
Q9Y548,1
Q02509,1
P08235,2
Q86YJ6,2
P02730,2
P08236,4
P08238,3
A0PJY2,6
P23297,6
Q9Y546,4
Q9Y547,2
Q9Y2X9,3
Q9HAZ1,2
Q9Y2X8,3
Q1KMD3,7
P17509,1
Q6NUN9,8
Q9UJ04,1
O95825,2
P06340,4
Q15119,3
O95822,1
Q9UL15,1
Q6PK18,2
Q15116,5
P0CAP2,1
Q15113,3
P0CAP1,1
Q86W74,5
O15226,4
Q4L180,2
Q49AN0,2
Q6ZTB9,8
Q96RS0,7
Q5EBM4,3
O15229,5
O15228,1
Q5EBM0,3
Q9H0V9,1
Q8TF72,3
Q8TF71,1
Q8TF76,3
Q8TF74,2
P32238,4
P32239,2
Q6UUV7,3
Q96Q77,5
Q7RTR8,1
Q9ULU4,6
Q05D60,1
Q6QAJ8,1
Q7RTR2,5
Q7RTR0,7
Q9Y576,6
Q9HAI6,1
Q5K4L6,2
Q8WWH5,1
Q5U5R9,1
Q9UIK5,3
Q8N6D2,5
Q8N6D5,5
Q9UK45,1
Q5VW22,11
O75807,1
Q9NUQ9,3
P0C7V6,1
P0C7V7,1
P0C7V4,1
P0C7V5,10
Q32MH5,2
Q92685,1
P0C7V8,2
P0C7V9,2
O75808,3
P27144,9
Q8IW35,6
Q8IW36,8
Q8TD90,1
Q8TD91,2
A6NNL5,1
Q8N0V4,6
Q04771,5
Q96QZ0,1
Q8N0V3,1
Q8NB49,4
Q9NRZ7,1
P04062,1
P26368,5
Q67FW5,5
P04066,1
P26367,5
Q9BXB4,5
I3L401,1
Q9H930,4
Q8NFJ6,2
Q8NFJ5,1
P54803,1
P54802,3
Q9H936,2
Q5T1B0,1
Q9H939,1
Q14532,2
Q14533,3
Q14534,13
Q8NFJ9,2
Q8NFJ8,1
Q8NGW6,2
Q9NWH7,1
Q9NWH9,4
P16035,2
Q5SQQ9,1
Q96R45,2
P19022,4
P19021,4
O43529,1
Q9BXK1,3
Q8IWF6,3
P58340,1
O96028,5
A6NIY4,1
P07902,3
O43520,5
P07900,3
O43525,5
P15621,11
P15622,10
O43526,4
H3BMQ9,2
S4R3N1,2
Q96RS6,1
Q9UF02,3
Q4W5N1,3
A7MBM2,2
B2RNG4,11
O94888,3
O94889,9
O94886,4
O94887,7
Q6ZMU5,12
O94885,6
O94880,5
Q14508,1
O14842,1
O14843,3
Q6VEQ5,1
O14841,3
Q9NYR9,8
Q9NYR8,5
Q6IEV9,4
O00411,4
Q15853,1
P01775,1
P0CH99,4
P01774,1
Q6ZRS4,3
Q6NSJ0,1
Q15397,1
Q6NSJ2,3
P41002,4
Q96K17,1
Q6NSJ5,6
P58005,2
P58004,3
Q9UPY8,2
Q96G79,2
O75116,8
Q5VZK9,3
O75110,5
O75113,1
O75112,3
P01770,3
Q7L3S4,9
Q96G75,7
Q9UPY6,1
Q14500,3
Q8NEZ2,2
Q8NEZ3,10
Q8NEZ4,7
Q8NEZ5,4
O60337,1
O60336,2
P33121,1
O60333,5
O60331,1
P38484,3
Q9UBU2,1
Q9UBU3,2
A6NE02,2
A8MV65,1
Q9UBU6,1
Q9UBU7,2
A6NE09,1
Q9UBU8,2
A6NHM9,3
Q96T58,4
P61024,1
A8MTY7,2
P61026,7
A8MTY0,13
P17342,1
Q6ZSC3,2
Q06210,6
Q9NZH8,1
P13501,1
P13500,1
Q9NWS1,2
Q8NG08,9
Q96K12,8
Q8NB59,1
Q8NG04,4
Q92529,2
Q52LA3,1
Q92834,4
Q8NB50,6
P12544,2
O00175,1
Q14CX7,6
Q14CX5,1
O00170,3
P12272,1
P12273,1
P12270,3
P12271,3
P12277,2
O00178,6
Q8WTU2,2
P55198,4
P55199,2
Q96DU3,4
R4GNE9,1
Q15287,6
Q15286,12
P55196,5
P55197,4
P61247,2
Q8N5Z5,2
O95049,5
Q13619,2
O14776,2
Q9H0K6,2
Q13610,1
P0CI01,1
O95045,1
Q13615,5
O95047,2
Q13617,3
Q8IUB9,1
Q9Y618,2
Q9NWU5,1
Q9NS18,3
H3BQL2,1
Q9Y5W7,4
Q8IUB3,1
Q8IUB2,2
P50616,2
Q96T83,1
Q96N22,10
P50613,5
Q96N20,10
Q96N21,1
Q6YHK3,8
Q8WWA0,1
Q96T88,9
A0A096LP75,1
Q96I59,3
Q96N28,1
Q13563,5
Q86TE4,3
Q8N4T8,4
Q0VDG4,2
Q6NUS6,1
O95104,4
A8MXV4,1
P31785,3
Q5XKE5,7
Q9HC36,2
A4D2G3,3
P51693,4
P51692,4
Q5T440,2
A0A087WVE0,1
Q5T442,2
O15031,5
O15033,2
P10696,1
Q7Z4Q2,4
Q9HC38,3
O15037,1
Q9UJW7,7
P80370,5
Q9NSD4,7
Q9NSD7,1
P37173,3
Q9NSD9,2
Q9NZP5,2
Q9NZP6,1
Q9UKZ4,7
P38405,5
Q5T6C5,1
P15822,5
Q6PJP8,4
P31431,1
Q9P032,1
Q7L622,3
P18507,2
P18505,2
Q96QE4,5
Q96QE5,1
Q96ST3,2
P18509,1
Q96EQ8,11
Q96QE2,4
Q96QE3,4
Q96NG8,10
P10523,3
Q96NG3,12
Q8N4T4,2
Q96NG5,12
Q96L08,2
Q9Y223,6
Q9Y222,2
P16591,4
Q12874,3
Q12873,12
Q12872,2
Q9Y225,9
Q12870,1
Q9HBI5,1
Q9UJW8,13
Q63HQ2,6
P49257,2
Q9HBI1,2
Q8IZ96,1
Q12879,5
Q9UJW9,1
Q00688,1
Q902F9,2
Q5W5W9,1
P04217,4
P04216,4
Q92844,1
P04211,4
Q5T197,1
Q5QGT7,1
Q58G82,1
P09629,1
Q9BTL3,1
H3BNX3,3
Q2TV78,3
P56750,2
Q9BTL4,1
P09622,14
Q8NGT9,2
O43865,10
O43866,2
Q92777,4
O43861,5
Q99750,1
Q5U3C3,1
O43868,3
O43869,2
A6NDI0,7
Q9NZI8,8
Q6RI45,2
Q8TDT2,1
Q8NGB2,2
Q9Y613,1
P46776,1
P46777,2
P46778,1
P46779,1
Q9Y4R7,1
Q8NBM4,1
Q5T5U3,5
O75478,3
O75477,1
O75474,1
O75475,2
Q96TA2,13
O75473,9
Q8NBM8,5
Q15035,2
O60658,7
Q9Y519,1
Q9NYW5,1
Q8NGB4,4
P02746,3
Q9NRA0,1
Q8NEG2,1
Q8NEG0,1
Q8NEG7,3
Q9NUN7,1
O60656,3
Q8NEG4,2
Q8N9F8,14
P28715,2
Q9BXV9,2
Q8N9F0,8
Q5UAW9,4
Q8N9F7,2
Q96JC9,1
Q96SK3,11
Q9NRA8,1
