,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB
Q9Y603,3,12,6,6,9,12,8,9,12,9,9,8,9
P60014,1,1,5,1,1,1,1,4,7,33,2,21,56
P39060,4,3,4,27,5,6,1,5,4,1,42,5,8
Q96QB1,2,6,2,1,2,9,3,3,6,7,4,21,4
Q9UPY5,0,0,51,16,0,1,63,38,41,8,25,33,36
Q9H765,7,7,8,6,7,7,8,7,7,25,7,48,49
Q2NKX8,21,21,3,2,20,24,21,22,2,35,33,20,22
Q9H161,1,1,3,1,8,7,13,6,18,25,21,19,14
Q96SB4,2,20,27,10,2,18,4,6,12,10,2,4,2
Q8WTV1,5,5,1,5,8,11,5,11,10,14,7,8,8
Q96DM3,13,14,3,15,14,13,11,13,14,13,14,14,14
Q5T0J3,0,0,0,0,1,0,1,0,0,0,1,0,1
Q9C026,3,6,7,8,3,21,12,4,21,1,48,4,5
Q96KS0,2,2,0,0,45,2,2,5,20,4,45,17,48
Q9H9T3,24,4,4,6,20,16,30,17,4,20,20,21,18
P28336,1,7,1,6,1,6,5,4,4,3,2,3,4
P35232,8,6,8,13,28,29,10,27,3,45,28,31,42
P0C7M8,3,3,7,3,3,3,3,3,13,5,8,9,27
Q8TDX6,2,5,3,2,3,0,3,5,5,9,3,3,3
Q96BX8,4,6,9,2,3,27,12,13,18,19,4,13,20
Q9H553,24,4,7,5,27,21,3,25,4,4,21,16,16
Q9Y5E7,2,2,1,1,2,2,6,3,11,6,9,7,6
Q70CQ4,1,4,3,1,2,4,2,3,3,1,14,19,19
Q86XD8,4,5,2,7,7,4,5,5,1,19,16,18,7
Q9UHC7,2,4,21,2,9,22,16,12,15,16,9,15,16
Q8N6T0,5,5,3,5,6,3,5,3,6,3,6,2,5
ENSP00000390520,0,0,0,0,0,0,7,19,22,28,5,9,9
P04432,1,1,3,1,1,1,1,1,8,5,21,8,28
P07306,0,2,1,7,0,0,2,2,9,11,4,5,7
Q6AI12,5,6,3,2,3,6,7,6,6,5,3,19,6
Q96DR4,2,2,2,8,2,2,8,2,9,7,20,24,22
Q8NCL4,3,3,2,2,2,9,2,8,26,1,46,40,49
O14628,0,0,0,0,0,0,1,0,28,10,10,7,21
Q8N2A8,49,51,3,3,43,46,51,47,50,46,43,6,52
Q7Z589,3,3,0,0,3,2,2,2,6,2,3,2,0
P32302,2,2,3,10,1,1,1,1,1,3,2,1,5
A8MUK1,0,1,3,1,1,30,1,22,22,27,1,1,1
O00755,4,4,3,3,7,9,6,6,7,11,7,4,7
Q96KN7,3,3,3,4,3,27,8,5,27,7,23,7,30
Q9NY99,2,6,5,8,4,5,9,4,5,5,5,4,6
Q86XM0,1,1,2,2,1,2,5,7,2,11,1,13,14
Q86UP9,6,6,7,8,6,11,6,8,9,5,6,5,6
Q6Q759,10,23,12,10,26,5,12,5,11,5,26,6,7
P06746,15,45,17,21,15,34,15,42,38,17,37,39,40
Q9H3S4,34,6,20,9,30,30,8,7,9,10,30,28,27
P42025,5,6,6,1,1,17,7,10,16,9,9,9,9
Q9Y4C0,5,5,10,5,7,8,4,4,8,5,19,1,1
Q8NGP2,0,0,2,0,1,3,1,2,5,2,3,0,1
Q86UV7,1,1,12,1,1,1,1,0,34,1,1,22,9
Q9Y6K5,2,2,2,2,2,2,8,13,8,12,12,13,13
Q5T7P6,1,1,1,1,1,1,1,1,1,12,1,1,1
O75191,6,11,8,7,8,8,35,7,23,6,24,30,24
O43306,0,4,11,5,6,27,3,4,15,8,37,18,16
Q15612,2,2,2,2,3,2,1,2,8,3,4,4,4
Q9Y2T6,1,2,1,2,0,0,1,0,0,0,7,1,2
Q8IX07,3,3,5,52,6,3,2,2,4,4,6,2,6
P23471,2,25,1,2,4,15,5,5,6,1,10,17,7
P04183,39,36,50,47,20,35,20,36,19,36,35,44,43
Q5HYC2,11,11,3,3,4,7,9,7,4,1,4,4,23
Q9BPW9,0,0,8,0,1,19,24,42,29,42,33,42,48
Q16204,21,15,2,4,14,13,3,14,13,15,13,3,50
P54296,1,1,4,3,3,0,2,1,3,5,42,1,6
Q86YE8,1,1,0,3,0,1,1,1,31,9,23,21,20
Q10567,1,5,9,15,4,5,5,3,5,15,3,6,7
A1L4L8,4,4,0,0,4,3,4,3,25,15,20,23,23
O43451,4,4,4,4,2,56,13,37,16,1,32,13,13
Q68EA5,0,0,0,0,0,0,1,0,28,15,1,13,18
Q9NUJ7,21,4,3,4,4,20,2,20,20,14,11,14,21
P59052,0,0,0,0,1,0,1,0,0,0,1,0,1
A6NMB9,6,7,5,5,5,6,1,4,31,1,33,17,19
Q5T6V5,12,12,18,15,14,10,12,10,12,9,14,12,11
P58876,2,1,25,1,0,14,1,11,10,29,2,12,17
Q9Y5T4,2,8,24,20,31,22,28,7,7,33,31,12,37
Q9NYL5,18,2,2,2,2,18,2,2,1,15,2,47,43
Q9Y243,1,2,6,25,7,50,15,9,35,22,15,35,21
Q92499,15,15,13,16,37,15,15,15,14,15,36,41,39
P0CK96,20,21,8,21,1,21,22,16,21,20,1,21,21
Q7Z5N4,1,7,2,2,1,7,1,3,4,7,6,3,18
Q8TEW0,1,6,0,5,0,4,2,3,6,5,3,2,2
Q96DZ7,0,0,0,3,0,0,1,0,0,2,0,0,0
A6NND4,2,1,1,1,2,4,1,0,9,3,5,5,4
P49279,2,2,53,52,1,46,16,29,7,37,31,35,29
Q6P2I7,1,1,1,1,1,1,1,1,1,1,1,1,1
B7Z3A2,17,18,19,1,11,17,10,1,18,1,11,1,1
Q9BZQ4,1,1,1,1,1,18,1,25,11,22,17,32,42
P43155,2,10,4,14,5,6,8,4,6,4,10,1,3
Q07654,4,0,2,1,7,4,0,0,9,9,7,3,9
P47224,11,5,5,3,10,11,12,3,11,12,10,10,10
Q9H081,9,2,1,8,1,8,1,1,8,8,1,16,8
P35523,3,34,3,22,3,33,13,48,6,38,30,44,41
Q9UJH8,3,3,3,10,7,3,7,3,9,10,7,8,8
Q96T76,9,9,13,11,7,7,9,5,8,5,7,6,10
P80370,4,4,2,4,0,2,1,3,25,16,5,26,27
Q8NHU0,1,1,2,1,0,1,1,0,1,25,20,11,4
Q9Y5L3,2,1,1,27,6,22,18,16,17,21,12,18,20
Q9Y2V0,24,25,8,29,25,24,24,25,17,24,25,26,25
Q8WUZ0,1,10,1,1,4,9,4,5,7,7,4,5,5
Q17R55,0,0,0,0,0,0,1,0,0,1,1,10,5
A6NJW4,2,2,6,6,53,1,5,7,14,4,53,9,11
Q6UQ28,1,2,0,1,2,1,1,1,2,1,2,1,1
Q9H8W5,19,26,20,20,20,19,18,17,26,1,46,16,23
P52926,4,6,6,6,5,4,1,4,5,5,21,21,6
Q5QJ38,0,0,0,23,0,0,1,0,0,21,31,23,26
Q9NPF7,1,1,1,1,1,1,1,1,1,1,1,0,1
ENSP00000400080,1,1,1,1,1,1,47,1,1,1,1,1,1
Q6ZRZ4,0,0,0,0,1,0,1,0,0,0,1,1,1
Q9BWK5,1,1,1,1,1,1,1,1,1,1,1,1,1
P07101,4,4,6,4,4,1,6,46,46,44,20,22,47
Q9UHB7,0,0,1,20,0,6,0,3,21,5,5,2,0
P40199,0,0,8,11,0,0,1,3,9,4,2,7,19
Q9NZI8,3,3,3,2,2,4,2,4,4,1,14,2,2
Q3SY00,2,2,1,2,2,1,1,1,1,1,25,1,1
Q9NP97,2,27,20,2,10,22,27,14,9,23,10,17,20
Q7Z6Z6,1,0,0,0,1,27,3,9,24,22,16,20,19
Q5T6L9,22,22,3,7,5,20,10,4,6,10,5,8,5
Q9NVR7,21,22,7,22,19,17,17,17,20,16,19,20,6
O95633,2,2,4,3,7,2,2,7,7,10,22,24,25
Q9H6J7,1,1,1,1,2,0,1,1,1,1,2,1,1
Q8TEE9,4,4,4,4,1,2,1,2,4,2,1,2,2
Q9P2Y4,3,0,5,4,0,1,3,2,26,3,15,18,7
A6BM72,4,4,2,24,0,23,5,8,7,23,21,15,9
Q96EI5,0,3,1,0,3,2,1,2,3,3,10,13,17
O15350,9,7,1,0,2,6,4,5,5,6,3,2,4
A6NGH7,1,1,1,5,1,1,1,1,6,10,3,4,1
Q8TDV5,1,1,1,2,2,1,3,1,2,7,22,5,6
O00470,5,5,2,1,1,5,3,16,25,20,22,18,19
Q92908,19,16,2,2,3,14,15,7,19,8,9,19,8
Q92887,23,0,25,18,0,48,19,5,9,21,19,6,34
Q9BQS2,9,3,3,8,1,11,7,6,24,1,15,20,22
Q9UPR5,6,6,6,5,51,24,5,48,27,24,51,20,6
P57738,3,3,2,3,0,3,0,3,3,3,0,3,3
Q8N0W3,47,48,10,21,45,39,44,43,21,39,45,16,19
P29120,6,6,8,23,6,19,5,14,23,22,31,40,42
Q9Y230,12,10,9,10,5,10,8,10,8,8,27,9,17
Q16778,4,1,25,1,1,21,1,10,11,29,1,15,20
Q53FV1,3,4,27,2,9,20,9,10,10,28,9,9,8
Q96LA6,1,1,1,4,3,1,1,1,0,2,3,9,10
Q9UHD0,0,0,0,0,1,0,0,2,0,3,1,1,1
Q9NYU2,3,13,21,18,8,12,6,5,8,23,8,7,6
Q68DX3,8,34,7,7,3,4,8,8,15,15,49,6,15
Q5HYW3,3,3,3,3,3,3,1,3,3,4,28,8,9
Q5VV43,2,34,1,2,21,54,20,5,5,6,49,16,16
P20309,0,5,1,0,1,7,1,2,1,5,20,1,2
Q9H222,48,0,2,15,7,48,25,17,3,20,29,23,19
Q99816,13,13,16,14,7,6,6,6,11,6,7,10,11
Q9Y6A1,7,44,10,6,3,40,2,12,33,20,3,41,48
P39086,3,3,3,2,3,5,2,4,20,7,36,20,21
P0CG48,20,20,35,27,14,10,15,4,16,51,13,19,26
Q5TBE3,0,0,0,0,1,1,1,3,0,1,1,1,1
Q53F19,19,22,3,4,15,22,7,8,18,7,15,7,17
P23297,4,1,4,5,4,4,4,4,3,5,27,6,25
Q9P2M7,3,2,3,51,0,2,2,2,28,1,21,26,51
O15027,9,18,23,20,12,23,4,13,24,9,12,4,8
Q5JSZ5,3,9,4,9,3,2,8,7,10,6,9,3,8
Q96F85,9,5,4,12,9,5,6,7,8,6,9,5,7
O00321,1,1,1,1,0,0,1,0,1,10,2,11,12
Q14088,1,1,1,1,1,1,1,7,8,21,36,23,5
Q6ZRI0,2,2,5,5,5,7,3,7,1,1,52,6,10
P24539,3,2,2,11,6,7,1,2,1,1,6,1,1
P20936,15,4,4,4,3,3,11,7,4,12,3,10,11
P55895,2,2,2,2,1,1,1,1,2,1,1,2,2
B0YJ81,3,3,24,3,2,18,2,7,5,19,4,5,7
Q9Y6N7,1,1,1,1,1,0,8,4,5,6,5,7,4
Q96DU3,0,0,0,0,0,0,1,0,2,2,8,3,5
Q8IZ57,1,2,1,2,1,1,1,1,6,1,1,5,6
Q5TA76,1,1,2,0,0,1,1,1,1,4,11,4,1
Q5VWM1,1,1,1,1,1,1,1,0,11,1,1,15,14
Q4AC94,9,9,3,3,6,18,4,5,9,5,6,8,9
Q9NUQ6,0,0,0,0,0,0,8,10,11,6,3,7,27
P47736,5,8,5,5,9,16,18,26,19,10,19,5,8
Q6ZRH7,14,6,1,2,11,11,0,5,10,5,11,5,11
Q99618,4,1,1,1,1,2,1,0,10,0,1,6,11
Q92519,1,4,6,2,4,3,3,3,3,8,4,19,18
Q9ULP0,1,1,24,1,1,0,16,16,16,21,17,17,17
Q9NRF2,4,9,11,10,4,8,7,9,8,7,7,6,8
B2RXH4,3,3,3,3,3,3,1,3,3,12,20,3,1
Q6UXZ4,1,1,1,2,1,0,0,2,3,7,5,2,3
Q8TCP9,1,1,10,1,10,1,17,1,14,8,10,11,18
A9UHW6,1,1,2,1,3,2,6,1,6,6,3,2,2
Q5SRD1,1,1,4,5,1,6,5,9,9,6,1,9,8
P20813,2,2,7,31,0,11,10,3,16,7,41,16,15
Q9NXB0,18,6,0,5,3,3,26,22,21,19,18,18,19
Q3LHN0,1,1,1,1,1,1,1,1,1,1,1,3,2
Q8IVE0,6,6,0,0,7,0,6,0,6,6,5,31,59
O95278,23,9,8,8,22,23,22,22,7,7,48,5,22
Q7RTS6,3,4,10,11,4,4,2,7,4,4,5,5,4
Q14146,7,7,1,1,18,6,7,7,2,6,18,5,1
P60321,4,4,6,6,4,10,8,6,10,11,5,8,11
P13929,4,4,49,52,6,47,4,7,9,30,6,8,6
Q86TP1,36,18,17,18,35,10,13,15,12,10,35,34,35
Q9UBB9,6,10,16,14,9,6,11,8,8,8,9,8,8
Q96CN9,20,4,5,23,4,3,3,3,17,19,4,3,23
Q5MJ70,2,4,1,1,7,7,7,6,18,11,7,2,8
ENSP00000393457,1,1,1,1,1,1,22,52,42,53,25,56,58
O95256,0,0,0,2,2,2,1,2,3,1,2,6,6
P10265,1,1,1,1,1,1,1,1,5,15,1,1,15
Q08043,4,4,3,3,3,20,7,8,12,1,16,14,12
Q16769,1,16,16,5,0,44,25,4,4,28,36,6,6
P20823,1,1,1,1,1,1,2,1,1,5,1,1,4
P63124,1,1,1,1,1,1,1,1,5,16,1,6,15
P80297,1,1,1,1,2,6,1,1,3,7,3,2,3
Q9NPH3,0,0,1,0,4,0,2,0,2,0,4,5,4
Q9NXW2,2,13,12,25,6,9,20,4,3,34,29,29,29
Q13021,0,0,0,0,0,0,0,0,0,6,1,3,7
Q9NZM3,4,5,5,5,4,3,21,16,17,22,8,9,15
P09466,4,3,2,3,2,3,1,2,2,2,24,6,12
O95218,18,18,6,21,19,17,18,17,18,45,19,17,19
Q53GS7,12,15,0,16,5,9,10,12,9,10,5,12,14
P41587,1,2,2,1,1,1,1,1,2,1,4,6,7
Q8IVQ6,19,0,0,25,0,0,0,22,21,21,4,21,23
Q96CB8,3,4,7,6,2,2,3,3,4,3,2,3,1
Q02747,0,0,0,0,0,0,1,0,0,0,0,0,0
O43861,0,14,14,15,13,23,11,9,9,1,12,8,10
Q9Y5K2,1,1,2,2,1,0,1,1,57,58,6,8,22
Q00341,2,1,2,1,2,2,5,4,1,5,2,4,2
Q9Y255,12,10,13,12,6,9,9,9,6,6,6,7,6
Q495A1,0,0,0,0,2,0,1,0,0,0,6,2,4
Q9BSI4,3,0,0,0,3,3,3,3,0,0,3,3,0
Q5BVD1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q9Y575,2,2,1,2,41,2,1,2,48,23,41,22,51
P43403,0,4,0,0,22,3,8,4,20,4,21,14,19
Q9UN37,2,7,25,28,2,19,1,3,7,1,25,6,7
P02794,3,2,8,53,0,46,6,43,4,49,37,44,46
P08582,1,3,6,6,3,4,5,2,3,8,3,2,3
O95998,0,0,0,0,1,1,1,1,0,1,1,0,0
ENSP00000363412,9,9,1,1,1,3,12,9,9,17,1,44,47
Q70HW3,10,11,13,11,6,5,4,5,7,7,6,7,8
P56645,2,8,4,2,2,8,9,5,7,3,6,5,3
Q92622,6,25,3,2,7,16,10,17,8,21,20,16,7
Q1ZZU3,2,2,3,4,1,17,1,1,4,2,1,1,21
Q76FK4,21,21,1,1,17,13,20,19,20,10,17,14,18
Q86YS6,4,6,8,1,6,9,6,6,6,26,32,23,6
P48052,2,4,10,4,2,45,47,35,14,56,33,42,39
Q9BQ39,1,57,28,36,1,56,20,45,21,27,35,22,43
Q6ZPC8,0,0,0,0,1,0,1,0,0,0,1,1,1
P35249,8,27,13,5,2,21,1,15,1,22,2,25,1
P32754,34,35,38,39,32,30,33,30,30,31,32,35,32
Q9P0J7,2,4,7,8,12,17,3,2,4,2,12,18,3
Q9NV23,51,52,52,51,51,49,48,48,48,48,48,49,47
A6NKG5,1,26,3,3,55,22,8,17,3,5,55,25,25
P16401,0,0,13,27,0,7,1,7,11,24,6,18,13
Q7L266,39,38,44,41,1,30,35,30,31,36,30,47,45
Q8NDV3,0,0,25,1,0,51,1,30,14,1,15,26,12
Q32NB8,31,6,8,6,31,29,30,4,5,29,31,30,30
P13994,8,9,25,21,6,7,5,7,7,13,6,9,9
Q07092,5,5,5,28,6,3,7,3,12,1,41,7,11
Q9HBQ8,0,0,0,0,0,0,1,0,0,0,2,15,1
Q6PG37,1,1,1,0,0,0,1,1,26,4,17,16,21
Q5VUG0,2,8,2,2,2,9,7,6,8,7,18,7,6
O00322,3,3,3,3,3,3,3,3,3,3,21,7,3
Q15011,0,1,0,6,0,6,0,3,3,3,11,2,5
Q9HC97,2,2,0,4,0,0,6,0,0,0,7,0,2
Q9UJU3,1,1,1,1,1,1,14,1,27,1,16,14,15
P32121,3,2,4,4,3,1,2,1,2,5,3,2,12
Q8WZ04,5,5,5,5,5,5,5,20,19,15,18,43,25
Q92673,6,16,10,9,37,16,5,15,5,18,36,6,9
Q9BRL7,1,1,2,2,1,1,1,8,1,19,9,21,20
P57730,1,1,1,1,1,1,1,1,6,6,14,6,6
ENSP00000406216,1,1,62,1,1,1,3,1,0,57,31,27,51
Q02878,7,7,17,7,2,3,4,3,2,6,2,4,2
O15355,14,15,5,17,6,6,19,17,12,1,19,13,14
Q5NV77,0,1,4,1,3,0,1,5,2,6,3,12,7
Q9BSH3,6,6,8,7,7,6,10,6,6,6,7,6,10
Q9BUH8,3,1,0,2,11,1,1,5,1,6,11,6,1
Q9H8X9,0,0,1,1,4,29,18,17,30,28,18,16,22
Q9Y2S2,45,42,47,44,26,40,41,40,43,38,36,42,42
Q9UHV2,2,2,1,2,1,2,3,2,1,2,1,3,1
O00585,6,2,1,6,4,5,1,5,4,4,4,0,5
Q8TBP5,4,4,0,2,1,4,1,4,4,8,1,12,4
Q9H400,4,4,4,4,4,4,1,4,4,4,22,4,4
O14646,3,20,4,18,0,13,11,7,9,20,18,3,7
Q5JS13,3,5,8,2,20,3,1,3,4,13,20,10,22
Q5SZI1,8,8,2,8,2,6,8,8,8,6,7,5,8
Q8WWT9,52,49,0,0,1,43,1,36,8,42,39,26,31
Q5H943,0,0,0,0,1,0,1,0,0,0,1,0,0
P25490,2,8,1,2,19,14,5,18,6,20,19,17,5
Q9BSE4,1,5,2,7,13,5,6,3,4,7,13,2,6
Q14573,4,4,4,4,4,9,4,23,7,20,22,4,5
Q96M63,1,31,7,31,24,26,19,27,28,25,24,22,24
O95630,2,13,6,4,10,13,9,11,11,10,10,9,10
Q7RTV2,0,0,10,0,0,32,21,23,20,24,44,47,47
P10916,1,3,0,25,0,0,1,16,53,26,8,12,6
A1YPR0,8,2,2,2,1,0,1,1,25,6,9,4,6
P16930,33,34,33,33,33,32,35,33,33,35,33,29,31
Q96P64,1,1,1,1,1,1,26,13,8,27,3,16,17
Q14203,7,9,5,13,7,13,15,6,11,20,6,12,19
P05108,1,1,1,19,15,6,1,5,14,49,44,45,47
Q5T4B2,1,1,3,2,2,29,4,6,8,8,19,3,4
Q96QT6,17,17,5,4,4,13,12,13,4,4,4,19,4
O15453,1,1,1,1,1,1,1,1,1,0,44,1,1
Q9H269,5,5,9,7,4,3,3,3,5,3,4,4,3
O43818,7,5,9,10,3,3,3,4,4,3,3,3,4
Q5R3F8,1,0,1,3,1,0,0,0,1,6,18,5,5
P62995,0,17,6,18,14,15,12,9,3,48,9,39,48
Q8WVF5,1,1,1,1,1,1,1,1,6,24,17,15,6
O95867,1,1,1,1,1,1,1,1,1,1,1,1,1
Q8TAA3,5,12,31,38,8,25,11,8,5,6,27,8,7
O43181,38,14,6,16,34,34,35,35,7,34,34,8,35
Q8TDR4,0,0,0,0,1,0,1,0,8,0,1,3,0
P02790,3,2,3,2,2,1,1,1,2,1,2,1,8
Q8NAP3,3,3,2,4,5,2,4,1,2,2,18,7,5
Q8N6G2,4,3,3,3,1,3,8,3,3,3,1,3,3
Q02083,7,7,8,8,17,7,6,6,7,6,17,18,18
A8MWK0,1,1,32,25,46,2,1,24,55,52,46,46,49
Q5DX21,2,2,3,2,2,2,6,2,3,3,18,7,6
Q6UXN9,8,6,15,10,6,4,15,5,5,6,6,32,29
H7C229,1,1,1,18,1,1,1,1,1,30,1,1,1
Q16515,3,3,10,3,1,7,11,4,9,10,7,4,6
Q8N402,0,0,0,0,0,0,1,0,0,0,0,16,35
Q9UBI1,21,18,20,21,21,21,18,18,21,18,21,15,15
Q08170,1,24,2,24,2,20,6,8,9,17,20,11,14
Q8N7Q2,0,0,0,0,1,0,1,0,0,0,1,0,1
A6NNL5,10,10,10,10,1,10,10,10,10,10,1,10,10
Q9BUF7,4,0,0,5,1,4,1,0,4,4,1,5,5
Q12774,11,13,1,23,2,2,3,6,1,6,4,11,5
P98174,3,26,3,12,3,12,3,19,18,24,24,17,26
B2RC85,1,1,13,1,1,54,23,42,8,1,1,22,23
Q96CG3,2,1,1,1,0,0,0,0,1,0,0,0,0
Q5VXJ0,0,11,24,0,0,23,19,7,7,19,41,44,47
Q96JQ0,6,5,7,8,44,3,2,5,50,1,43,3,4
Q2VY69,0,0,0,0,0,0,1,0,32,3,21,19,10
P22105,0,4,18,1,1,29,31,19,11,10,1,9,8
Q13077,0,0,0,10,4,9,2,1,16,8,10,16,18
P51532,1,7,18,20,20,15,7,8,11,6,16,30,5
ENSP00000397476,1,1,7,1,1,1,1,1,1,16,1,1,1
Q6UXU0,0,0,0,0,1,0,1,0,0,0,1,0,1
Q6RW13,5,3,3,7,9,6,7,7,5,5,9,6,6
Q8IYW5,6,6,1,11,20,3,5,3,0,3,20,4,0
Q2PZS6,0,0,0,1,10,0,1,0,0,0,16,1,1
Q9NV58,0,17,1,1,5,16,13,16,4,18,17,18,4
Q9BW19,13,18,3,20,9,18,6,7,5,1,9,6,5
P30041,26,31,31,29,20,23,19,22,19,28,19,26,24
Q15109,0,0,0,13,0,0,2,0,0,3,0,6,3
Q03060,0,0,9,3,0,9,4,6,13,7,16,5,6
Q01718,0,0,2,3,0,0,9,0,1,4,19,5,7
Q9ULH7,1,8,1,7,1,14,5,3,5,15,14,4,1
P30039,35,44,45,43,42,23,38,35,43,26,42,27,25
O75891,0,11,3,4,1,51,45,45,9,27,26,43,10
O43293,1,1,1,53,1,53,1,6,50,20,18,19,21
Q9H488,2,1,2,3,2,1,5,1,2,2,2,1,3
P01135,0,0,2,3,1,1,0,0,2,6,1,0,0
Q86TI4,12,12,10,20,14,23,11,12,12,25,18,22,56
Q8IZL9,6,6,7,46,18,5,4,6,7,16,18,22,21
ENSP00000412252,1,1,1,1,1,1,1,1,1,1,1,1,18
Q3LHN2,1,1,1,1,1,1,1,1,1,1,1,1,1
Q9NQN1,4,4,3,4,0,3,1,4,11,6,1,4,5
Q96P48,4,4,5,5,5,6,5,7,13,24,8,6,12
Q9Y262,9,9,13,11,9,7,7,7,7,7,9,8,7
Q9H336,3,4,2,3,1,24,2,23,51,10,43,18,46
ENSP00000389253,1,1,1,1,1,1,1,1,1,1,1,23,50
O43166,0,0,1,1,3,0,5,22,0,6,13,15,6
ENSP00000406235,1,1,1,1,1,1,1,1,1,1,1,0,1
Q9H3H9,0,0,0,0,0,0,1,3,0,3,10,13,16
Q96N46,49,6,3,2,18,15,15,4,5,4,18,48,50
Q96T60,10,10,7,16,7,6,12,8,12,6,7,8,8
Q4KMZ8,1,1,8,1,1,1,4,3,5,3,2,2,3
Q8NAM6,0,2,0,0,0,0,1,0,22,0,0,7,10
P58180,1,4,2,2,3,2,1,2,6,4,3,3,3
Q13515,1,1,2,1,2,1,1,1,27,1,21,1,1
Q5SVS4,2,3,8,24,2,21,19,15,20,22,19,24,6
Q8N859,2,2,2,13,2,2,1,2,30,15,6,7,12
P13473,2,2,2,2,21,2,3,6,4,5,21,3,3
Q8NH77,1,1,2,5,2,2,1,1,13,4,2,3,2
P31276,4,4,4,4,4,2,2,4,4,5,14,4,18
Q92879,2,2,8,18,0,5,26,22,21,18,20,14,14
A0A0C4DH55,1,1,6,1,1,1,1,1,23,6,22,6,26
Q9HD36,2,0,1,3,4,1,1,1,4,4,8,8,9
O43525,0,8,0,0,1,2,0,4,6,43,32,2,3
A2A368,1,15,3,0,2,1,15,1,10,14,14,19,19
Q00796,28,34,40,43,29,15,38,15,27,26,29,31,31
Q8NF91,2,6,6,24,0,6,0,3,5,1,17,21,5
Q8NGS9,0,3,4,3,1,2,1,1,6,6,1,9,2
Q9BQE6,0,0,0,0,7,0,1,0,0,0,7,0,1
Q7RTP6,5,11,3,3,2,5,6,4,23,9,19,4,7
Q5T5X7,2,2,2,2,1,9,9,2,2,2,1,2,2
Q96GD0,6,55,51,25,6,46,25,23,27,44,22,37,15
O95391,7,11,14,9,8,4,5,8,7,6,8,6,7
Q9UIV1,2,12,21,6,2,4,3,2,3,17,2,4,3
Q8N3E9,3,2,25,3,9,23,27,21,9,8,9,16,21
Q13303,1,1,48,18,39,31,36,17,25,33,34,35,38
Q14714,1,1,4,3,9,1,1,1,1,1,9,6,1
ENSP00000323694,0,0,0,0,1,0,1,0,0,0,1,0,1
Q9NRC6,7,7,11,9,9,8,6,9,6,1,20,16,18
Q969F9,18,18,9,9,1,4,8,6,8,5,1,6,7
Q86VE0,2,2,3,2,3,2,1,2,2,2,3,3,3
A1L429,1,1,1,1,0,1,1,1,1,0,0,1,4
Q5TIA1,22,7,9,24,1,7,7,7,8,7,1,7,8
Q9P2T0,3,0,0,0,7,8,1,4,7,8,7,7,8
Q96LZ7,2,9,4,10,7,1,11,6,25,24,23,21,22
P09417,24,17,21,15,19,42,19,23,19,18,19,42,40
A5D8T8,1,1,0,1,1,9,1,4,3,16,1,18,45
Q33E94,7,7,0,0,6,14,9,13,9,9,8,8,10
Q8TBH0,0,0,0,0,0,14,6,1,13,6,5,15,8
Q8N336,0,6,6,1,0,21,0,15,14,19,15,16,17
Q13469,0,0,1,1,0,1,0,6,7,7,5,0,0
Q8TCT0,18,17,21,18,15,15,17,15,16,17,29,14,7
Q9BX63,20,26,2,27,20,23,17,25,22,38,32,38,40
Q9UPQ0,4,10,10,7,5,19,4,18,20,11,8,4,5
Q8NGN3,1,1,5,1,1,5,1,1,4,2,7,4,5
Q9NVA1,15,7,9,24,38,8,17,14,18,35,38,9,11
Q8IZV2,2,2,3,6,2,2,2,3,3,2,3,6,6
P35712,2,7,2,2,2,24,2,2,7,6,13,7,1
Q9NQM4,21,7,8,22,20,21,21,22,21,21,20,23,22
P60880,4,5,18,8,2,15,4,17,17,21,6,11,10
O60931,8,6,1,10,6,5,5,5,7,5,6,8,13
P25025,2,1,3,0,1,5,1,1,1,4,2,2,7
Q5T750,1,1,1,16,1,0,1,0,1,0,11,11,23
Q9NXL6,1,5,5,1,1,18,19,19,21,18,6,19,19
P15954,21,5,9,11,15,8,7,2,7,7,14,6,7
Q9NS84,4,4,5,4,4,4,4,10,54,9,50,6,6
Q96C34,5,5,6,6,7,3,7,3,4,3,13,3,4
Q6ZW35,0,0,0,0,1,0,1,0,0,0,1,1,1
P05109,0,0,1,0,0,0,1,0,0,0,23,4,23
Q8WVM8,2,3,6,4,4,2,3,3,3,7,4,2,4
O75173,2,2,2,2,2,2,3,2,10,7,5,8,7
Q56P42,1,1,1,1,1,1,1,1,1,1,1,30,1
Q5YKI7,0,0,0,0,1,1,1,1,0,1,1,1,4
P81408,6,6,2,6,13,6,6,12,6,12,12,7,6
P0C7H9,1,1,1,1,1,1,1,23,24,26,10,22,22
O94761,46,18,8,24,18,17,18,42,18,1,31,21,39
Q9Y5A9,2,2,0,1,13,20,13,14,21,15,13,15,0
P10243,9,19,2,8,2,20,12,14,21,25,9,13,5
A8MVM7,4,4,4,4,4,4,1,4,4,4,4,4,6
Q495V5,1,1,0,0,0,1,1,1,54,13,8,1,45
Q0VAQ4,2,1,2,2,4,2,1,1,2,1,8,1,2
Q9NSA3,2,2,2,3,7,1,1,1,2,1,7,1,1
Q8NCT1,1,21,1,1,1,22,1,4,16,9,6,18,18
